text	tokenized	preprocessed	label	1gram	2gram	3gram
They're retarded .	['theyre', 'retarded']	theyre retarded	1, 3	['theyre', 'retarded']	['theyre retarded']	[]
This is really cool right here , huh ?	['really', 'cool', 'right', 'huh']	really cool right huh	5	['really', 'cool', 'right', 'huh']	['really cool', 'cool right', 'right huh']	['really cool right', 'cool right huh']
That's some sign you got on the door out there .	['thats', 'sign', 'got', 'door']	thats sign got door	7	['thats', 'sign', 'got', 'door']	['thats sign', 'sign got', 'got door']	['thats sign got', 'sign got door']
I think I hurt him .	['think', 'hurt']	think hurt	6	['think', 'hurt']	['think hurt']	[]
What's it gonna cost me ?	['whats', 'gonna', 'cost']	whats gonna cost	4	['whats', 'gonna', 'cost']	['whats gonna', 'gonna cost']	['whats gonna cost']
You seem easily impressed by numbers , captain .	['seem', 'easily', 'impressed', 'numbers', 'captain']	seem easily impressed numbers captain	3	['seem', 'easily', 'impressed', 'numbers', 'captain']	['seem easily', 'easily impressed', 'impressed numbers', 'numbers captain']	['seem easily impressed', 'easily impressed numbers', 'impressed numbers captain']
Calm down !	['calm']	calm	8, 1	['calm']	[]	[]
First , I want a big smile .	['first', 'want', 'big', 'smile']	first want big smile	5	['first', 'want', 'big', 'smile']	['first want', 'want big', 'big smile']	['first want big', 'want big smile']
Say , that's right .	['say', 'thats', 'right']	say thats right	2	['say', 'thats', 'right']	['say thats', 'thats right']	['say thats right']
This is idiotic , [PERSON] .	['idiotic', 'person']	idiotic person	1, 3	['idiotic', 'person']	['idiotic person']	[]
If I could only close my eyes for a few hours .	['could', 'close', 'eyes', 'hours']	could close eyes hours	6	['could', 'close', 'eyes', 'hours']	['could close', 'close eyes', 'eyes hours']	['could close eyes', 'close eyes hours']
It is the monster !	['monster']	monster	4	['monster']	[]	[]
I'll take care of Miss [PERSON] .	['ill', 'take', 'care', 'miss', 'person']	ill take care miss person	8	['ill', 'take', 'care', 'miss', 'person']	['ill take', 'take care', 'care miss', 'miss person']	['ill take care', 'take care miss', 'care miss person']
The [PERSON] !	['person']	person	7	['person']	[]	[]
Would you like to come with me and look for her ?	['would', 'like', 'come', 'look']	would like come look	8	['would', 'like', 'come', 'look']	['would like', 'like come', 'come look']	['would like come', 'like come look']
We can't run , so we need to find a way to tell my team where we are .	['cant', 'run', 'need', 'find', 'way', 'tell', 'team']	cant run need find way tell team	2	['cant', 'run', 'need', 'find', 'way', 'tell', 'team']	['cant run', 'run need', 'need find', 'find way', 'way tell', 'tell team']	['cant run need', 'run need find', 'need find way', 'find way tell', 'way tell team']
You're stronger than you think .	['youre', 'stronger', 'think']	youre stronger think	8	['youre', 'stronger', 'think']	['youre stronger', 'stronger think']	['youre stronger think']
I can't think straight !	['cant', 'think', 'straight']	cant think straight	4	['cant', 'think', 'straight']	['cant think', 'think straight']	['cant think straight']
Oh , [PERSON] , I'm a coward .	['oh', 'person', 'im', 'coward']	oh person im coward	4	['oh', 'person', 'im', 'coward']	['oh person', 'person im', 'im coward']	['oh person im', 'person im coward']
Don't try to tell me my business .	['dont', 'try', 'tell', 'business']	dont try tell business	1	['dont', 'try', 'tell', 'business']	['dont try', 'try tell', 'tell business']	['dont try tell', 'try tell business']
You see , [PERSON] , this is a respectable business and there's nothing wrong with that .	['see', 'person', 'respectable', 'business', 'theres', 'nothing', 'wrong']	see person respectable business theres nothing wrong	8	['see', 'person', 'respectable', 'business', 'theres', 'nothing', 'wrong']	['see person', 'person respectable', 'respectable business', 'business theres', 'theres nothing', 'nothing wrong']	['see person respectable', 'person respectable business', 'respectable business theres', 'business theres nothing', 'theres nothing wrong']
And it's good to see you again .	['good', 'see']	good see	5	['good', 'see']	['good see']	[]
[PERSON] will never stand for it .	['person', 'never', 'stand']	person never stand	6	['person', 'never', 'stand']	['person never', 'never stand']	['person never stand']
Why do you look at me like that ?	['look', 'like']	look like	4	['look', 'like']	['look like']	[]
She ain't got nothing on us .	['aint', 'got', 'nothing', 'us']	aint got nothing us	8, 1, 2	['aint', 'got', 'nothing', 'us']	['aint got', 'got nothing', 'nothing us']	['aint got nothing', 'got nothing us']
You spent $ , at The Capital Grille ?	['spent', 'capital', 'grille']	spent capital grille	6, 7	['spent', 'capital', 'grille']	['spent capital', 'capital grille']	['spent capital grille']
Don't ever try to come in between , you smart - eyed slob .	['dont', 'ever', 'try', 'come', 'smart', 'eyed', 'slob']	dont ever try come smart eyed slob	3	['dont', 'ever', 'try', 'come', 'smart', 'eyed', 'slob']	['dont ever', 'ever try', 'try come', 'come smart', 'smart eyed', 'eyed slob']	['dont ever try', 'ever try come', 'try come smart', 'come smart eyed', 'smart eyed slob']
You know we'll do whatever we can .	['know', 'well', 'whatever']	know well whatever	8, 2, 5	['know', 'well', 'whatever']	['know well', 'well whatever']	['know well whatever']
I'll fly tomorrow to [LOCATION] and tell you all I know .	['ill', 'fly', 'tomorrow', 'location', 'tell', 'know']	ill fly tomorrow location tell know	8	['ill', 'fly', 'tomorrow', 'location', 'tell', 'know']	['ill fly', 'fly tomorrow', 'tomorrow location', 'location tell', 'tell know']	['ill fly tomorrow', 'fly tomorrow location', 'tomorrow location tell', 'location tell know']
Are you saying she was kidnapped ?	['saying', 'kidnapped']	saying kidnapped	7	['saying', 'kidnapped']	['saying kidnapped']	[]
He was very understanding .	['understanding']	understanding	8	['understanding']	[]	[]
I've always wanted to go to [LOCATION] .	['ive', 'always', 'wanted', 'go', 'location']	ive always wanted go location	2	['ive', 'always', 'wanted', 'go', 'location']	['ive always', 'always wanted', 'wanted go', 'go location']	['ive always wanted', 'always wanted go', 'wanted go location']
Stop arguing !	['stop', 'arguing']	stop arguing	1	['stop', 'arguing']	['stop arguing']	[]
I feel rather sorry for him , don't you ?	['feel', 'rather', 'sorry', 'dont']	feel rather sorry dont	6	['feel', 'rather', 'sorry', 'dont']	['feel rather', 'rather sorry', 'sorry dont']	['feel rather sorry', 'rather sorry dont']
Come back , here !	['come', 'back']	come back	1	['come', 'back']	['come back']	[]
Yet you let [PERSON] know you'd drag it in at any opportunity .	['yet', 'let', 'person', 'know', 'youd', 'drag', 'opportunity']	yet let person know youd drag opportunity	1, 3	['yet', 'let', 'person', 'know', 'youd', 'drag', 'opportunity']	['yet let', 'let person', 'person know', 'know youd', 'youd drag', 'drag opportunity']	['yet let person', 'let person know', 'person know youd', 'know youd drag', 'youd drag opportunity']
Oh , no . That won't do .	['oh', 'wont']	oh wont	1, 3	['oh', 'wont']	['oh wont']	[]
Isn't this a school day ?	['isnt', 'school', 'day']	isnt school day	7	['isnt', 'school', 'day']	['isnt school', 'school day']	['isnt school day']
It feels wonderful !	['feels', 'wonderful']	feels wonderful	5	['feels', 'wonderful']	['feels wonderful']	[]
How about the Gobernador ?	['gobernador']	gobernador	2	['gobernador']	[]	[]
I love tits as much as any guy ... . . but why would I pay some hag money for some supernatural chicanery ... . . coupled with sagging , wrinkled boobs ?	['love', 'tits', 'much', 'guy', 'would', 'pay', 'hag', 'money', 'supernatural', 'chicanery', 'coupled', 'sagging', 'wrinkled', 'boobs']	love tits much guy would pay hag money supernatural chicanery coupled sagging wrinkled boobs	3	['love', 'tits', 'much', 'guy', 'would', 'pay', 'hag', 'money', 'supernatural', 'chicanery', 'coupled', 'sagging', 'wrinkled', 'boobs']	['love tits', 'tits much', 'much guy', 'guy would', 'would pay', 'pay hag', 'hag money', 'money supernatural', 'supernatural chicanery', 'chicanery coupled', 'coupled sagging', 'sagging wrinkled', 'wrinkled boobs']	['love tits much', 'tits much guy', 'much guy would', 'guy would pay', 'would pay hag', 'pay hag money', 'hag money supernatural', 'money supernatural chicanery', 'supernatural chicanery coupled', 'chicanery coupled sagging', 'coupled sagging wrinkled', 'sagging wrinkled boobs']
We are looters , we are not murderers .	['looters', 'murderers']	looters murderers	1	['looters', 'murderers']	['looters murderers']	[]
I just thought I'd drop by and cheer you up a bit .	['thought', 'id', 'drop', 'cheer', 'bit']	thought id drop cheer bit	5	['thought', 'id', 'drop', 'cheer', 'bit']	['thought id', 'id drop', 'drop cheer', 'cheer bit']	['thought id drop', 'id drop cheer', 'drop cheer bit']
Dear , it's no good feeling sorry for yourself .	['dear', 'good', 'feeling', 'sorry']	dear good feeling sorry	8, 5	['dear', 'good', 'feeling', 'sorry']	['dear good', 'good feeling', 'feeling sorry']	['dear good feeling', 'good feeling sorry']
I'm going to be okay .	['im', 'going', 'okay']	im going okay	8, 2	['im', 'going', 'okay']	['im going', 'going okay']	['im going okay']
You're a trained killer !	['youre', 'trained', 'killer']	youre trained killer	3	['youre', 'trained', 'killer']	['youre trained', 'trained killer']	['youre trained killer']
[GAY SLUR] everywhere .	['gay', 'slur', 'everywhere']	gay slur everywhere	3	['gay', 'slur', 'everywhere']	['gay slur', 'slur everywhere']	['gay slur everywhere']
Hey ! I can't believe you got here !	['hey', 'cant', 'believe', 'got']	hey cant believe got	5, 7	['hey', 'cant', 'believe', 'got']	['hey cant', 'cant believe', 'believe got']	['hey cant believe', 'cant believe got']
You taught that guy a lesson last night .	['taught', 'guy', 'lesson', 'last', 'night']	taught guy lesson last night	8	['taught', 'guy', 'lesson', 'last', 'night']	['taught guy', 'guy lesson', 'lesson last', 'last night']	['taught guy lesson', 'guy lesson last', 'lesson last night']
I spend all day bleaching the smell away ... Then you come home and I have to start all over again .	['spend', 'day', 'bleaching', 'smell', 'away', 'come', 'home', 'start']	spend day bleaching smell away come home start	1	['spend', 'day', 'bleaching', 'smell', 'away', 'come', 'home', 'start']	['spend day', 'day bleaching', 'bleaching smell', 'smell away', 'away come', 'come home', 'home start']	['spend day bleaching', 'day bleaching smell', 'bleaching smell away', 'smell away come', 'away come home', 'come home start']
He's nervous , you know ?	['hes', 'nervous', 'know']	hes nervous know	8	['hes', 'nervous', 'know']	['hes nervous', 'nervous know']	['hes nervous know']
Either way , murder or suicide , I'd say he deserved it , wouldn't you ?	['either', 'way', 'murder', 'suicide', 'id', 'say', 'deserved', 'wouldnt']	either way murder suicide id say deserved wouldnt	1, 3, 5	['either', 'way', 'murder', 'suicide', 'id', 'say', 'deserved', 'wouldnt']	['either way', 'way murder', 'murder suicide', 'suicide id', 'id say', 'say deserved', 'deserved wouldnt']	['either way murder', 'way murder suicide', 'murder suicide id', 'suicide id say', 'id say deserved', 'say deserved wouldnt']
Your blood will be on fire to lead some new command , some far adventure .	['blood', 'fire', 'lead', 'new', 'command', 'far', 'adventure']	blood fire lead new command far adventure	2	['blood', 'fire', 'lead', 'new', 'command', 'far', 'adventure']	['blood fire', 'fire lead', 'lead new', 'new command', 'command far', 'far adventure']	['blood fire lead', 'fire lead new', 'lead new command', 'new command far', 'command far adventure']
Just because he's got a big ranch and a fancy pool and a lovely house doesn't mean he's a nice guy .	['hes', 'got', 'big', 'ranch', 'fancy', 'pool', 'lovely', 'house', 'doesnt', 'mean', 'hes', 'nice', 'guy']	hes got big ranch fancy pool lovely house doesnt mean hes nice guy	3	['hes', 'got', 'big', 'ranch', 'fancy', 'pool', 'lovely', 'house', 'doesnt', 'mean', 'hes', 'nice', 'guy']	['hes got', 'got big', 'big ranch', 'ranch fancy', 'fancy pool', 'pool lovely', 'lovely house', 'house doesnt', 'doesnt mean', 'mean hes', 'hes nice', 'nice guy']	['hes got big', 'got big ranch', 'big ranch fancy', 'ranch fancy pool', 'fancy pool lovely', 'pool lovely house', 'lovely house doesnt', 'house doesnt mean', 'doesnt mean hes', 'mean hes nice', 'hes nice guy']
Miss [PERSON] , I would be most honoured if ...	['miss', 'person', 'would', 'honoured']	miss person would honoured	8	['miss', 'person', 'would', 'honoured']	['miss person', 'person would', 'would honoured']	['miss person would', 'person would honoured']
Get out !	['get']	get	1	['get']	[]	[]
I will go to the village to speak with our agent because of the counts of the real estate .	['go', 'village', 'speak', 'agent', 'counts', 'real', 'estate']	go village speak agent counts real estate	1, 2, 3, 4, 6	['go', 'village', 'speak', 'agent', 'counts', 'real', 'estate']	['go village', 'village speak', 'speak agent', 'agent counts', 'counts real', 'real estate']	['go village speak', 'village speak agent', 'speak agent counts', 'agent counts real', 'counts real estate']
That night was the happiest night I ever had .	['night', 'happiest', 'night', 'ever']	night happiest night ever	5	['night', 'happiest', 'night', 'ever']	['night happiest', 'happiest night', 'night ever']	['night happiest night', 'happiest night ever']
You wait till you see what I do to him !	['wait', 'till', 'see']	wait till see	1	['wait', 'till', 'see']	['wait till', 'till see']	['wait till see']
He's still emotionally unstable .	['hes', 'still', 'emotionally', 'unstable']	hes still emotionally unstable	4	['hes', 'still', 'emotionally', 'unstable']	['hes still', 'still emotionally', 'emotionally unstable']	['hes still emotionally', 'still emotionally unstable']
In my estimation , gentlemen , [PERSON] is no risk .	['estimation', 'gentlemen', 'person', 'risk']	estimation gentlemen person risk	8	['estimation', 'gentlemen', 'person', 'risk']	['estimation gentlemen', 'gentlemen person', 'person risk']	['estimation gentlemen person', 'gentlemen person risk']
Never tasted better . There's a fork on your left , Mr. Land ...	['never', 'tasted', 'better', 'theres', 'fork', 'left', 'mr', 'land']	never tasted better theres fork left mr land	5, 7	['never', 'tasted', 'better', 'theres', 'fork', 'left', 'mr', 'land']	['never tasted', 'tasted better', 'better theres', 'theres fork', 'fork left', 'left mr', 'mr land']	['never tasted better', 'tasted better theres', 'better theres fork', 'theres fork left', 'fork left mr', 'left mr land']
Must be losing it .	['must', 'losing']	must losing	3	['must', 'losing']	['must losing']	[]
Päiväsi on lopussa	['päiväsi', 'lopussa']	päiväsi lopussa	6	['päiväsi', 'lopussa']	['päiväsi lopussa']	[]
Fuck 'em .	['fuck', 'em']	fuck em	1	['fuck', 'em']	['fuck em']	[]
Give encouragement to our lives .	['give', 'encouragement', 'lives']	give encouragement lives	8	['give', 'encouragement', 'lives']	['give encouragement', 'encouragement lives']	['give encouragement lives']
You're becoming more beautiful every day .	['youre', 'becoming', 'beautiful', 'every', 'day']	youre becoming beautiful every day	5	['youre', 'becoming', 'beautiful', 'every', 'day']	['youre becoming', 'becoming beautiful', 'beautiful every', 'every day']	['youre becoming beautiful', 'becoming beautiful every', 'beautiful every day']
I want you to know something , [PERSON] .	['want', 'know', 'something', 'person']	want know something person	2	['want', 'know', 'something', 'person']	['want know', 'know something', 'something person']	['want know something', 'know something person']
All right , I'm coming in .	['right', 'im', 'coming']	right im coming	2, 5	['right', 'im', 'coming']	['right im', 'im coming']	['right im coming']
I'm not the same pathetic , trusting fool that I was a couple of days ago .	['im', 'pathetic', 'trusting', 'fool', 'couple', 'days', 'ago']	im pathetic trusting fool couple days ago	3	['im', 'pathetic', 'trusting', 'fool', 'couple', 'days', 'ago']	['im pathetic', 'pathetic trusting', 'trusting fool', 'fool couple', 'couple days', 'days ago']	['im pathetic trusting', 'pathetic trusting fool', 'trusting fool couple', 'fool couple days', 'couple days ago']
Where ... ?	[]		2	['']	[]	[]
[PERSON] won't see her kids again .	['person', 'wont', 'see', 'kids']	person wont see kids	6	['person', 'wont', 'see', 'kids']	['person wont', 'wont see', 'see kids']	['person wont see', 'wont see kids']
And what better than to sacrifice one of the beast's own servants whom we caught masquerading as a holy sister of the Mother Church ?	['better', 'sacrifice', 'one', 'beasts', 'servants', 'caught', 'masquerading', 'holy', 'sister', 'mother', 'church']	better sacrifice one beasts servants caught masquerading holy sister mother church	3	['better', 'sacrifice', 'one', 'beasts', 'servants', 'caught', 'masquerading', 'holy', 'sister', 'mother', 'church']	['better sacrifice', 'sacrifice one', 'one beasts', 'beasts servants', 'servants caught', 'caught masquerading', 'masquerading holy', 'holy sister', 'sister mother', 'mother church']	['better sacrifice one', 'sacrifice one beasts', 'one beasts servants', 'beasts servants caught', 'servants caught masquerading', 'caught masquerading holy', 'masquerading holy sister', 'holy sister mother', 'sister mother church']
Those two guys and [PERSON] , shit man , I seen them take on a gang of guineas with nothing but a knife and a broken bottle in their hand .	['two', 'guys', 'person', 'shit', 'man', 'seen', 'take', 'gang', 'guineas', 'nothing', 'knife', 'broken', 'bottle', 'hand']	two guys person shit man seen take gang guineas nothing knife broken bottle hand	4	['two', 'guys', 'person', 'shit', 'man', 'seen', 'take', 'gang', 'guineas', 'nothing', 'knife', 'broken', 'bottle', 'hand']	['two guys', 'guys person', 'person shit', 'shit man', 'man seen', 'seen take', 'take gang', 'gang guineas', 'guineas nothing', 'nothing knife', 'knife broken', 'broken bottle', 'bottle hand']	['two guys person', 'guys person shit', 'person shit man', 'shit man seen', 'man seen take', 'seen take gang', 'take gang guineas', 'gang guineas nothing', 'guineas nothing knife', 'nothing knife broken', 'knife broken bottle', 'broken bottle hand']
She wasn't even there .	['wasnt', 'even']	wasnt even	1	['wasnt', 'even']	['wasnt even']	[]
Why didn't you write to me ?	['didnt', 'write']	didnt write	6	['didnt', 'write']	['didnt write']	[]
( laughs ) I know how you feel .	['laughs', 'know', 'feel']	laughs know feel	5	['laughs', 'know', 'feel']	['laughs know', 'know feel']	['laughs know feel']
Of course , you've been here before .	['course', 'youve']	course youve	2	['course', 'youve']	['course youve']	[]
Must be the Jamaicans .	['must', 'jamaicans']	must jamaicans	3	['must', 'jamaicans']	['must jamaicans']	[]
What's dying ?	['whats', 'dying']	whats dying	4, 6	['whats', 'dying']	['whats dying']	[]
Anything else ?	['anything', 'else']	anything else	1	['anything', 'else']	['anything else']	[]
Welcome to your new home .	['welcome', 'new', 'home']	welcome new home	8	['welcome', 'new', 'home']	['welcome new', 'new home']	['welcome new home']
My pleasure .	['pleasure']	pleasure	8, 5	['pleasure']	[]	[]
Officer , please , for God's sake , they're looting the Food King !	['officer', 'please', 'gods', 'sake', 'theyre', 'looting', 'food', 'king']	officer please gods sake theyre looting food king	4	['officer', 'please', 'gods', 'sake', 'theyre', 'looting', 'food', 'king']	['officer please', 'please gods', 'gods sake', 'sake theyre', 'theyre looting', 'looting food', 'food king']	['officer please gods', 'please gods sake', 'gods sake theyre', 'sake theyre looting', 'theyre looting food', 'looting food king']
When she left me , I lost all pride .	['left', 'lost', 'pride']	left lost pride	6	['left', 'lost', 'pride']	['left lost', 'lost pride']	['left lost pride']
You murdered your own god , by accident .	['murdered', 'god', 'accident']	murdered god accident	3	['murdered', 'god', 'accident']	['murdered god', 'god accident']	['murdered god accident']
Take my word for it , and don't try it .	['take', 'word', 'dont', 'try']	take word dont try	8	['take', 'word', 'dont', 'try']	['take word', 'word dont', 'dont try']	['take word dont', 'word dont try']
Yeah , are you gonna feed her ?	['yeah', 'gonna', 'feed']	yeah gonna feed	1, 2	['yeah', 'gonna', 'feed']	['yeah gonna', 'gonna feed']	['yeah gonna feed']
All you people don't know about lost causes .	['people', 'dont', 'know', 'lost', 'causes']	people dont know lost causes	3	['people', 'dont', 'know', 'lost', 'causes']	['people dont', 'dont know', 'know lost', 'lost causes']	['people dont know', 'dont know lost', 'know lost causes']
Therefore , owing to circumstances which , believe me , are beyond my control , I hereby advise you not to come to [LOCATION] to make the test .	['therefore', 'owing', 'circumstances', 'believe', 'beyond', 'control', 'hereby', 'advise', 'come', 'location', 'make', 'test']	therefore owing circumstances believe beyond control hereby advise come location make test	3	['therefore', 'owing', 'circumstances', 'believe', 'beyond', 'control', 'hereby', 'advise', 'come', 'location', 'make', 'test']	['therefore owing', 'owing circumstances', 'circumstances believe', 'believe beyond', 'beyond control', 'control hereby', 'hereby advise', 'advise come', 'come location', 'location make', 'make test']	['therefore owing circumstances', 'owing circumstances believe', 'circumstances believe beyond', 'believe beyond control', 'beyond control hereby', 'control hereby advise', 'hereby advise come', 'advise come location', 'come location make', 'location make test']
It makes it increasingly less likely that we're alone .	['makes', 'increasingly', 'less', 'likely', 'alone']	makes increasingly less likely alone	4	['makes', 'increasingly', 'less', 'likely', 'alone']	['makes increasingly', 'increasingly less', 'less likely', 'likely alone']	['makes increasingly less', 'increasingly less likely', 'less likely alone']
Don't joke with me If we wait too long , that monster will get us	['dont', 'joke', 'wait', 'long', 'monster', 'get', 'us']	dont joke wait long monster get us	4	['dont', 'joke', 'wait', 'long', 'monster', 'get', 'us']	['dont joke', 'joke wait', 'wait long', 'long monster', 'monster get', 'get us']	['dont joke wait', 'joke wait long', 'wait long monster', 'long monster get', 'monster get us']
I say , what a jolly idea .	['say', 'jolly', 'idea']	say jolly idea	5	['say', 'jolly', 'idea']	['say jolly', 'jolly idea']	['say jolly idea']
I mean % of the [LOCATION] population have seen these objects , but you create an environment where the subject is so pilloried and ridiculed , that no respectable scientist or doctor would want to be identified with it .	['mean', 'location', 'population', 'seen', 'objects', 'create', 'environment', 'subject', 'pilloried', 'ridiculed', 'respectable', 'scientist', 'doctor', 'would', 'want', 'identified']	mean location population seen objects create environment subject pilloried ridiculed respectable scientist doctor would want identified	1, 3, 4	['mean', 'location', 'population', 'seen', 'objects', 'create', 'environment', 'subject', 'pilloried', 'ridiculed', 'respectable', 'scientist', 'doctor', 'would', 'want', 'identified']	['mean location', 'location population', 'population seen', 'seen objects', 'objects create', 'create environment', 'environment subject', 'subject pilloried', 'pilloried ridiculed', 'ridiculed respectable', 'respectable scientist', 'scientist doctor', 'doctor would', 'would want', 'want identified']	['mean location population', 'location population seen', 'population seen objects', 'seen objects create', 'objects create environment', 'create environment subject', 'environment subject pilloried', 'subject pilloried ridiculed', 'pilloried ridiculed respectable', 'ridiculed respectable scientist', 'respectable scientist doctor', 'scientist doctor would', 'doctor would want', 'would want identified']
Come to get high ? - Yeah .	['come', 'get', 'high', 'yeah']	come get high yeah	8, 2, 5	['come', 'get', 'high', 'yeah']	['come get', 'get high', 'high yeah']	['come get high', 'get high yeah']
O dear me .	['dear']	dear	6, 7	['dear']	[]	[]
We voted you best officer to be marooned on a desert island with .	['voted', 'best', 'officer', 'marooned', 'desert', 'island']	voted best officer marooned desert island	3	['voted', 'best', 'officer', 'marooned', 'desert', 'island']	['voted best', 'best officer', 'officer marooned', 'marooned desert', 'desert island']	['voted best officer', 'best officer marooned', 'officer marooned desert', 'marooned desert island']
It's not like you let me do anything anyway .	['like', 'let', 'anything', 'anyway']	like let anything anyway	1, 6	['like', 'let', 'anything', 'anyway']	['like let', 'let anything', 'anything anyway']	['like let anything', 'let anything anyway']
You must love that guy to do what you did for him .	['must', 'love', 'guy']	must love guy	7	['must', 'love', 'guy']	['must love', 'love guy']	['must love guy']
I don't get your generation's humour .	['dont', 'get', 'generations', 'humour']	dont get generations humour	3, 6, 7	['dont', 'get', 'generations', 'humour']	['dont get', 'get generations', 'generations humour']	['dont get generations', 'get generations humour']
He was okay .	['okay']	okay	5	['okay']	[]	[]
Let's get outta here !	['lets', 'get', 'outta']	lets get outta	1, 2, 3, 4	['lets', 'get', 'outta']	['lets get', 'get outta']	['lets get outta']
I don't know what to say .	['dont', 'know', 'say']	dont know say	7	['dont', 'know', 'say']	['dont know', 'know say']	['dont know say']
Now what put that into your mind ?	['put', 'mind']	put mind	1	['put', 'mind']	['put mind']	[]
You have not even taken off his shoes .	['even', 'taken', 'shoes']	even taken shoes	3	['even', 'taken', 'shoes']	['even taken', 'taken shoes']	['even taken shoes']
We move out together , only together .	['move', 'together', 'together']	move together together	8	['move', 'together', 'together']	['move together', 'together together']	['move together together']
I hate you , [PERSON] .	['hate', 'person']	hate person	3	['hate', 'person']	['hate person']	[]
If I catch any of you guys in my stuff , I'll kill you .	['catch', 'guys', 'stuff', 'ill', 'kill']	catch guys stuff ill kill	3	['catch', 'guys', 'stuff', 'ill', 'kill']	['catch guys', 'guys stuff', 'stuff ill', 'ill kill']	['catch guys stuff', 'guys stuff ill', 'stuff ill kill']
Wait till you see this .	['wait', 'till', 'see']	wait till see	2	['wait', 'till', 'see']	['wait till', 'till see']	['wait till see']
Come here , little boy .	['come', 'little', 'boy']	come little boy	2	['come', 'little', 'boy']	['come little', 'little boy']	['come little boy']
Simply stated , [PERSON] , it means that you have suffered damage to the brain .	['simply', 'stated', 'person', 'means', 'suffered', 'damage', 'brain']	simply stated person means suffered damage brain	6	['simply', 'stated', 'person', 'means', 'suffered', 'damage', 'brain']	['simply stated', 'stated person', 'person means', 'means suffered', 'suffered damage', 'damage brain']	['simply stated person', 'stated person means', 'person means suffered', 'means suffered damage', 'suffered damage brain']
Tough cop falls for beautiful murderess .	['tough', 'cop', 'falls', 'beautiful', 'murderess']	tough cop falls beautiful murderess	6, 7	['tough', 'cop', 'falls', 'beautiful', 'murderess']	['tough cop', 'cop falls', 'falls beautiful', 'beautiful murderess']	['tough cop falls', 'cop falls beautiful', 'falls beautiful murderess']
I had to torpedo him .	['torpedo']	torpedo	3, 6	['torpedo']	[]	[]
I got stupid .	['got', 'stupid']	got stupid	3, 6	['got', 'stupid']	['got stupid']	[]
Not unless you're crazy , baby , and crazy you are not .	['unless', 'youre', 'crazy', 'baby', 'crazy']	unless youre crazy baby crazy	8	['unless', 'youre', 'crazy', 'baby', 'crazy']	['unless youre', 'youre crazy', 'crazy baby', 'baby crazy']	['unless youre crazy', 'youre crazy baby', 'crazy baby crazy']
You're my wife and I love you ... even if we don't get the baby .	['youre', 'wife', 'love', 'even', 'dont', 'get', 'baby']	youre wife love even dont get baby	8	['youre', 'wife', 'love', 'even', 'dont', 'get', 'baby']	['youre wife', 'wife love', 'love even', 'even dont', 'dont get', 'get baby']	['youre wife love', 'wife love even', 'love even dont', 'even dont get', 'dont get baby']
I don't believe you .	['dont', 'believe']	dont believe	6, 7	['dont', 'believe']	['dont believe']	[]
Why wouldn't they have told me ?	['wouldnt', 'told']	wouldnt told	7	['wouldnt', 'told']	['wouldnt told']	[]
I'm gonna get that bastard .	['im', 'gonna', 'get', 'bastard']	im gonna get bastard	3	['im', 'gonna', 'get', 'bastard']	['im gonna', 'gonna get', 'get bastard']	['im gonna get', 'gonna get bastard']
The monster is here ! Abracadabra !	['monster', 'abracadabra']	monster abracadabra	1	['monster', 'abracadabra']	['monster abracadabra']	[]
Teddy never made it .	['teddy', 'never', 'made']	teddy never made	6	['teddy', 'never', 'made']	['teddy never', 'never made']	['teddy never made']
You can't blame them , can you ?	['cant', 'blame']	cant blame	6	['cant', 'blame']	['cant blame']	[]
You couldn't leave your girl ?	['couldnt', 'leave', 'girl']	couldnt leave girl	7	['couldnt', 'leave', 'girl']	['couldnt leave', 'leave girl']	['couldnt leave girl']
Such an honour that you rode my horse !	['honour', 'rode', 'horse']	honour rode horse	8	['honour', 'rode', 'horse']	['honour rode', 'rode horse']	['honour rode horse']
Well , it's a nice morning , gentlemen .	['well', 'nice', 'morning', 'gentlemen']	well nice morning gentlemen	5	['well', 'nice', 'morning', 'gentlemen']	['well nice', 'nice morning', 'morning gentlemen']	['well nice morning', 'nice morning gentlemen']
Aren't things bad enough without you talking about dying ?	['arent', 'things', 'bad', 'enough', 'without', 'talking', 'dying']	arent things bad enough without talking dying	1	['arent', 'things', 'bad', 'enough', 'without', 'talking', 'dying']	['arent things', 'things bad', 'bad enough', 'enough without', 'without talking', 'talking dying']	['arent things bad', 'things bad enough', 'bad enough without', 'enough without talking', 'without talking dying']
Please call me when you get settled .	['please', 'call', 'get', 'settled']	please call get settled	2	['please', 'call', 'get', 'settled']	['please call', 'call get', 'get settled']	['please call get', 'call get settled']
You sure ?	['sure']	sure	8, 2, 7	['sure']	[]	[]
Was that the phone ?	['phone']	phone	7	['phone']	[]	[]
Ten million's even better .	['ten', 'millions', 'even', 'better']	ten millions even better	5	['ten', 'millions', 'even', 'better']	['ten millions', 'millions even', 'even better']	['ten millions even', 'millions even better']
OK , we'll give them a hand .	['ok', 'well', 'give', 'hand']	ok well give hand	8	['ok', 'well', 'give', 'hand']	['ok well', 'well give', 'give hand']	['ok well give', 'well give hand']
Will you do it for me ?	[]		2	['']	[]	[]
m glad for you . 	['glad']	glad	8, 5	['glad']	[]	[]
