text	tokenized	preprocessed	label
How did you learn to fight like that ?	['learn', 'fight', 'like']	learn fight like	7
How did you manage to get so friendly with [PERSON] ?	['manag', 'get', 'friend', 'person']	manag get friend person	7
How did you pull that ? What do you got ...	['pull', 'got']	pull got	7
How did you recognise me , Mr [PERSON] ?	['recognis', 'mr', 'person']	recognis mr person	7
How do they explain a man walking around with his neck broken ?	['explain', 'man', 'walk', 'around', 'neck', 'broken']	explain man walk around neck broken	7
How do you know all that ?	['know']	know	7
How do you know how to do all of this ?	['know']	know	7
How do you know it's not you .	['know']	know	7
How do you live with it , Miss [PERSON] ?	['live', 'miss', 'person']	live miss person	7
How great can you kiss ?	['great', 'kiss']	great kiss	7
How they handle all this and ride a horse at the same time is beyond me .	['handl', 'ride', 'hors', 'time', 'beyond']	handl ride hors time beyond	7
How ?	[]		7
How'd they know you were on this train ?	['howd', 'know', 'train']	howd know train	7
How'd you boys know where to find me ?	['howd', 'boy', 'know', 'find']	howd boy know find	7
How'd you find us ?	['howd', 'find', 'us']	howd find us	7
Hsiao - tsing ? !	['hsiao', 'tsing']	hsiao tsing	7
Hundred dollars a night ?	['hundr', 'dollar', 'night']	hundr dollar night	7
Hundreds !	['hundr']	hundr	7
I am a clown , and puzzled only by his presence in a place such as this , among such people as us .	['clown', 'puzzl', 'onli', 'presenc', 'place', 'among', 'peopl', 'us']	clown puzzl onli presenc place among peopl us	7
I and [PERSON] we were already , and I would not believe so fast in someone I eat in him . I am not wrong , he has something in the sleeve .	['person', 'alreadi', 'would', 'believ', 'fast', 'someon', 'eat', 'wrong', 'someth', 'sleev']	person alreadi would believ fast someon eat wrong someth sleev	7
I appreciate your patience .	['appreci', 'patienc']	appreci patienc	8, 7
I beg your pardon ?	['beg', 'pardon']	beg pardon	7
I can be president of the [LOCATION] !	['presid', 'locat']	presid locat	7
I can see that !	['see']	see	7
I can't believe it myself .	['cant', 'believ']	cant believ	7
I can't believe it was you on the phone .	['cant', 'believ', 'phone']	cant believ phone	7
I can't believe it .	['cant', 'believ']	cant believ	7
I can't believe that .	['cant', 'believ']	cant believ	7
I can't believe this is you , [PERSON] .	['cant', 'believ', 'person']	cant believ person	7
I can't believe this . I thought you said they had nothing in the hopper .	['cant', 'believ', 'thought', 'said', 'noth', 'hopper']	cant believ thought said noth hopper	7
I can't remember . - You can't remember ?	['cant', 'rememb', 'cant', 'rememb']	cant rememb cant rememb	7
I did a catalogue with his names and residences .	['catalogu', 'name', 'resid']	catalogu name resid	7
I didn't even recognize her .	['didnt', 'even', 'recogn']	didnt even recogn	7
I didn't expect to be called to see the admiral , sir .	['didnt', 'expect', 'call', 'see', 'admir', 'sir']	didnt expect call see admir sir	7
I didn't expect to see you , Mrs. [PERSON] .	['didnt', 'expect', 'see', 'mrs', 'person']	didnt expect see mrs person	7
I didn't jump .	['didnt', 'jump']	didnt jump	7
I didn't know I had one .	['didnt', 'know', 'one']	didnt know one	7
I didn't know we were on a first - name basis , but how are you ?	['didnt', 'know', 'first', 'name', 'basi']	didnt know first name basi	7
I didn't know you played a saxophone .	['didnt', 'know', 'play', 'saxophon']	didnt know play saxophon	7
I didn't know you were a music aficionado .	['didnt', 'know', 'music', 'aficionado']	didnt know music aficionado	7
I didn't know you were married .	['didnt', 'know', 'marri']	didnt know marri	7
I didn't know you were still here .	['didnt', 'know', 'still']	didnt know still	7
I didn't marry her under my real name .	['didnt', 'marri', 'real', 'name']	didnt marri real name	7
I didn't recognize you standing up .	['didnt', 'recogn', 'stand']	didnt recogn stand	7
I didn't think you'd shoot .	['didnt', 'think', 'youd', 'shoot']	didnt think youd shoot	7
I discovered that actually [PERSON] was not in [LOCATION] ... when the storm of battle broke .	['discov', 'actual', 'person', 'locat', 'storm', 'battl', 'broke']	discov actual person locat storm battl broke	7
I do not even know who you are .	['even', 'know']	even know	7
I don't believe it ! He was down and out and finished !	['dont', 'believ', 'finish']	dont believ finish	7
I don't believe it .	['dont', 'believ']	dont believ	7
I don't believe what we have done .	['dont', 'believ', 'done']	dont believ done	7
I don't know if he was a good man or if he was a bad man .	['dont', 'know', 'good', 'man', 'bad', 'man']	dont know good man bad man	7
I don't know these sailboats .	['dont', 'know', 'sailboat']	dont know sailboat	7
I don't know what it is	['dont', 'know']	dont know	7
I don't know what to say .	['dont', 'know', 'say']	dont know say	7
I don't know , the words just slipped out .	['dont', 'know', 'word', 'slip']	dont know word slip	7
I don't mean to be handing you no line , but that's pretty hard to believe .	['dont', 'mean', 'hand', 'line', 'pretti', 'hard', 'believ']	dont mean hand line pretti hard believ	7
I don't mind it if you call me [PERSON] , you know .	['dont', 'mind', 'call', 'person', 'know']	dont mind call person know	7
I don't see any native girls hungry for affection .	['dont', 'see', 'ani', 'nativ', 'girl', 'hungri', 'affect']	dont see ani nativ girl hungri affect	7
I don't think I've seen you before .	['dont', 'think', 'ive', 'seen', 'befor']	dont think ive seen befor	7
I don't understand . You're already married .	['dont', 'understand', 'alreadi', 'marri']	dont understand alreadi marri	7
I don't want this !	['dont', 'want']	dont want	7
I find this hard to say without sounding condescending , but I'm proud of you .	['find', 'hard', 'say', 'without', 'sound', 'condescend', 'im', 'proud']	find hard say without sound condescend im proud	7
I forgot who I was .	['forgot']	forgot	7
I got a man here that sailed on the Golden Arrow And lived to tell about it .	['got', 'man', 'sail', 'golden', 'arrow', 'live', 'tell']	got man sail golden arrow live tell	7
I guess [PERSON]'s got more sense than both of us .	['guess', 'person', 'got', 'sens', 'us']	guess person got sens us	7
I guess that's why the old man gave it to you !	['guess', 'whi', 'old', 'man', 'gave']	guess whi old man gave	7
I had no idea !	['idea']	idea	7
I hadn't heard you'd sold the place .	['hadnt', 'heard', 'youd', 'sold', 'place']	hadnt heard youd sold place	7
I have to go now .	['go']	go	7
I haven't been up this early in years .	['havent', 'earli', 'year']	havent earli year	7
I haven't seen you around their office , though .	['havent', 'seen', 'around', 'offic', 'though']	havent seen around offic though	7
I haven't seen you for a week .	['havent', 'seen', 'week']	havent seen week	7
I haven't seen you for days .	['havent', 'seen', 'day']	havent seen day	7
I hope you don't mind my asking , and , believe me , I'm thrilled that you did , but why did you accept a blind date ?	['hope', 'dont', 'mind', 'ask', 'believ', 'im', 'thrill', 'whi', 'accept', 'blind', 'date']	hope dont mind ask believ im thrill whi accept blind date	8, 7
I just didn't believe it .	['didnt', 'believ']	didnt believ	7
I just got wised up to something funny the last few days .	['got', 'wise', 'someth', 'funni', 'last', 'day']	got wise someth funni last day	7
I just had the weirdest dream .	['weirdest', 'dream']	weirdest dream	7
I just happen to be taking the same train .	['happen', 'take', 'train']	happen take train	7
I just saved your life , and you still don't trust me ?	['save', 'life', 'still', 'dont', 'trust']	save life still dont trust	7
I killed this person for their money , right ?	['kill', 'person', 'money', 'right']	kill person money right	7
I know him .	['know']	know	7
I like the bubble . - Yeah ?	['like', 'bubbl', 'yeah']	like bubbl yeah	7
I mean , if our system wasn't any good , why did they take us over in the first place , right ?	['mean', 'system', 'wasnt', 'ani', 'good', 'whi', 'take', 'us', 'first', 'place', 'right']	mean system wasnt ani good whi take us first place right	7
I might do that .	['might']	might	8, 7
I must have been crazy .	['must', 'crazi']	must crazi	7
I never imagined what was a work for woman .	['never', 'imagin', 'work', 'woman']	never imagin work woman	7
I never know in advance when I'm going to be a genius .	['never', 'know', 'advanc', 'im', 'go', 'genius']	never know advanc im go genius	7
I never mentioned any illness .	['never', 'mention', 'ani', 'ill']	never mention ani ill	7
I never scouted this neighborhood .	['never', 'scout', 'neighborhood']	never scout neighborhood	7
I never thought I'd make it .	['never', 'thought', 'id', 'make']	never thought id make	7
I never thought of it ...	['never', 'thought']	never thought	7
I never thought of that , sir .	['never', 'thought', 'sir']	never thought sir	7
I noticed an enormous difference between [PERSON]'s projected figures and the ones off the extro - budget in the [LOCATION] market .	['notic', 'enorm', 'differ', 'person', 'project', 'figur', 'one', 'extro', 'budget', 'locat', 'market']	notic enorm differ person project figur one extro budget locat market	7
I rehearse my story . I try to think of all the questions they'll ask .	['rehears', 'stori', 'tri', 'think', 'question', 'theyll', 'ask']	rehears stori tri think question theyll ask	7
I request a recess .	['request', 'recess']	request recess	7
I said , [PERSON] , you're already married .	['said', 'person', 'alreadi', 'marri']	said person alreadi marri	7
I saw it , but I didn't believe it .	['saw', 'didnt', 'believ']	saw didnt believ	7
I saw the same book in her room .	['saw', 'book', 'room']	saw book room	7
I see that it's funny .	['see', 'funni']	see funni	8, 7
I sent you all those letters .	['sent', 'letter']	sent letter	7
I should be back in [LOCATION] , sitting in front of a typewriter , making all this up for a movie .	['back', 'locat', 'sit', 'front', 'typewrit', 'make', 'movi']	back locat sit front typewrit make movi	7
I sit here and I can't believe that it happened .	['sit', 'cant', 'believ', 'happen']	sit cant believ happen	7
I think so . Sure . Um ...	['think', 'sure', 'um']	think sure um	7
I though you didn't like blood sports .	['though', 'didnt', 'like', 'blood', 'sport']	though didnt like blood sport	7
I thought communications were out .	['thought', 'communic']	thought communic	7
I thought he didn't drink .	['thought', 'didnt', 'drink']	thought didnt drink	7
I thought he didn't have any trusted friends except you .	['thought', 'didnt', 'ani', 'trust', 'friend', 'except']	thought didnt ani trust friend except	7
I thought he was kidding .	['thought', 'kid']	thought kid	7
I thought he was sick .	['thought', 'sick']	thought sick	7
I thought I gave you plenty of time to ...	['thought', 'gave', 'plenti', 'time']	thought gave plenti time	7
I thought I knew all of Grandpa's friends but I don't seem to recognize you .	['thought', 'knew', 'grandpa', 'friend', 'dont', 'seem', 'recogn']	thought knew grandpa friend dont seem recogn	7
I thought I was someone who I wasn't .	['thought', 'someon', 'wasnt']	thought someon wasnt	7
I thought it was all over .	['thought']	thought	7
I thought it was the old man's	['thought', 'old', 'man']	thought old man	7
I thought politics interested you .	['thought', 'polit', 'interest']	thought polit interest	7
I thought that was you .	['thought']	thought	7
I thought they said they was from [LOCATION] .	['thought', 'said', 'locat']	thought said locat	7
I thought they were with [PERSON] .	['thought', 'person']	thought person	7
I thought you said she got on the helicopter .	['thought', 'said', 'got', 'helicopt']	thought said got helicopt	7
I thought you said something .	['thought', 'said', 'someth']	thought said someth	7
I thought you were a confirmed private .	['thought', 'confirm', 'privat']	thought confirm privat	7
I thought you were fast asleep .	['thought', 'fast', 'asleep']	thought fast asleep	7
I thought you were getting fatter , Mama !	['thought', 'get', 'fatter', 'mama']	thought get fatter mama	7
I thought you were supposed to eat fish on a Friday .	['thought', 'suppos', 'eat', 'fish', 'friday']	thought suppos eat fish friday	7
I thought you were ...	['thought']	thought	7
I thought you weren't a romantic .	['thought', 'werent', 'romant']	thought werent romant	7
I thought you weren't coming home till tomorrow .	['thought', 'werent', 'come', 'home', 'till', 'tomorrow']	thought werent come home till tomorrow	7
I thought you wouldn't see [PERSON] now you're back with [PERSON] .	['thought', 'wouldnt', 'see', 'person', 'back', 'person']	thought wouldnt see person back person	7
I thought you'd be happy .	['thought', 'youd', 'happi']	thought youd happi	7
I thought you'd be old .	['thought', 'youd', 'old']	thought youd old	7
I thought you'd be thrilled to death .	['thought', 'youd', 'thrill', 'death']	thought youd thrill death	7
I thought you'd gone .	['thought', 'youd', 'gone']	thought youd gone	7
I thought you'd question him .	['thought', 'youd', 'question']	thought youd question	7
I thought you'd want to come back and finish that concerto you were writing .	['thought', 'youd', 'want', 'come', 'back', 'finish', 'concerto', 'write']	thought youd want come back finish concerto write	7
I thought your favourite was chicken .	['thought', 'favourit', 'chicken']	thought favourit chicken	7
I thought your little cousin was going to sell the stock .	['thought', 'littl', 'cousin', 'go', 'sell', 'stock']	thought littl cousin go sell stock	7
I understand perfectly .	['understand', 'perfect']	understand perfect	7
I understand ! You're provoking me into hitting you	['understand', 'provok', 'hit']	understand provok hit	8, 7
I was amazed at his violent reaction until the evidence came to me that he owned those very 200 , acres .	['amaz', 'violent', 'reaction', 'evid', 'came', 'veri', 'acr']	amaz violent reaction evid came veri acr	7
I was just calling because I'm having a game night .	['call', 'becaus', 'im', 'game', 'night']	call becaus im game night	7
I was lucky I come across her last .	['lucki', 'come', 'across', 'last']	lucki come across last	7
I wonder what he's doing with Mr [PERSON] .	['wonder', 'hes', 'mr', 'person']	wonder hes mr person	7
I wonder what he's got against the marines ?	['wonder', 'hes', 'got', 'marin']	wonder hes got marin	7
I wondered why I was suddenly being treated with respect .	['wonder', 'whi', 'sudden', 'treat', 'respect']	wonder whi sudden treat respect	7
I wouldn't have believed it .	['wouldnt', 'believ']	wouldnt believ	7
I wouldn't think of such a thing !	['wouldnt', 'think', 'thing']	wouldnt think thing	7
I. . . didn't think I'd ever see you again .	['didnt', 'think', 'id', 'ever', 'see']	didnt think id ever see	7
I'd always heard how badass you Grimms were , but your mother was a complete letdown .	['id', 'alway', 'heard', 'badass', 'grimm', 'mother', 'complet', 'letdown']	id alway heard badass grimm mother complet letdown	7
I'd have to lead them through .	['id', 'lead']	id lead	7
I'd offer you something harder , but you don't drink ?	['id', 'offer', 'someth', 'harder', 'dont', 'drink']	id offer someth harder dont drink	7
I'll be damned .	['ill', 'damn']	ill damn	7
I'll be surprised . What about years ?	['ill', 'surpris', 'year']	ill surpris year	7
I'm actually beginning to like them .	['im', 'actual', 'begin', 'like']	im actual begin like	7
I'm always getting winked at these days .	['im', 'alway', 'get', 'wink', 'day']	im alway get wink day	7
I'm impressed .	['im', 'impress']	im impress	7
I'm not playing games right now .	['im', 'play', 'game', 'right']	im play game right	7
I'm pregnant , you know .	['im', 'pregnant', 'know']	im pregnant know	7
I'm sorry , I'm conducting an examination .	['im', 'sorri', 'im', 'conduct', 'examin']	im sorri im conduct examin	7
I'm sorry , ma'am , but you're needed in the Situation Room .	['im', 'sorri', 'maam', 'need', 'situat', 'room']	im sorri maam need situat room	7
I'm surprised at you !	['im', 'surpris']	im surpris	7
I'm surprised you didn't buy more than one dress yesterday .	['im', 'surpris', 'didnt', 'buy', 'one', 'dress', 'yesterday']	im surpris didnt buy one dress yesterday	7
I've been called a lot of things , but  comfortable  !	['ive', 'call', 'lot', 'thing', 'comfort']	ive call lot thing comfort	7
I've been looking everywhere for you .	['ive', 'look', 'everywher']	ive look everywher	7
I've never been invisible before .	['ive', 'never', 'invis', 'befor']	ive never invis befor	7
I've never done anything like that before in my life .	['ive', 'never', 'done', 'anyth', 'like', 'befor', 'life']	ive never done anyth like befor life	7
I've never seen anything like it before .	['ive', 'never', 'seen', 'anyth', 'like', 'befor']	ive never seen anyth like befor	7
I've never seen such activity .	['ive', 'never', 'seen', 'activ']	ive never seen activ	7
I've seen him !	['ive', 'seen']	ive seen	7
If anyone had told me this morning that I'd decide to go to [LOCATION] ...	['anyon', 'told', 'morn', 'id', 'decid', 'go', 'locat']	anyon told morn id decid go locat	7
If he is to be sacrificed before [PERSON] , why is he not painted red ?	['sacrif', 'befor', 'person', 'whi', 'paint', 'red']	sacrif befor person whi paint red	7
If I'd only known , I'd have come straight home .	['id', 'onli', 'known', 'id', 'come', 'straight', 'home']	id onli known id come straight home	7
If not [PERSON] , who is it ?	['person']	person	7
If that's all what we all thinking , why isn't someone just come right out and say it ?	['think', 'whi', 'isnt', 'someon', 'come', 'right', 'say']	think whi isnt someon come right say	7
If you find any keys , hang on to them .	['find', 'ani', 'key', 'hang']	find ani key hang	7
Impossible !	['imposs']	imposs	7
In charge of piers and warehouses ?	['charg', 'pier', 'warehous']	charg pier warehous	7
In her medicine cabinet ?	['medicin', 'cabinet']	medicin cabinet	7
In other words , you don't know ?	['word', 'dont', 'know']	word dont know	7
Incredible !	['incred']	incred	7
Incredible .	['incred']	incred	7
Intriguing young lady , Miss [PERSON] .	['intrigu', 'young', 'ladi', 'miss', 'person']	intrigu young ladi miss person	7
Is Backpage an innocent facilitator or do they actually have a more active role in fashioning the kinds of ads that are actually being placed ?	['backpag', 'innoc', 'facilit', 'actual', 'activ', 'role', 'fashion', 'kind', 'ad', 'actual', 'place']	backpag innoc facilit actual activ role fashion kind ad actual place	7
Is he always like that ?	['alway', 'like']	alway like	7
Is he really our cousin ?	['realli', 'cousin']	realli cousin	7
Is it for this that you hold me back from a raid on [LOCATION] ?	['hold', 'back', 'raid', 'locat']	hold back raid locat	7
Is it real ? Is it real pig ?	['real', 'real', 'pig']	real real pig	7
Is it really him ?	['realli']	realli	7
Is it supposed to work right away ?	['suppos', 'work', 'right', 'away']	suppos work right away	7
Is it true the ballet's moving out ?	['true', 'ballet', 'move']	true ballet move	7
Is she the one in the painting ?	['one', 'paint']	one paint	7
Is that chilli ?	['chilli']	chilli	7
Is that right ?	['right']	right	7
Is that so far from your desire ?	['far', 'desir']	far desir	7
Is that true ?	['true']	true	7
Is that what this is ?	[]		7
Is that what you want ?	['want']	want	7
Is that what you wanted ?	['want']	want	7
Is that what you're worried about ?	['worri']	worri	7
Is that why I had to come alone ?	['whi', 'come', 'alon']	whi come alon	7
Is this absolutely where you live , my dearest one ?	['absolut', 'live', 'dearest', 'one']	absolut live dearest one	7
Is this how it goes ?	['goe']	goe	7
Is this our new car ?	['new', 'car']	new car	7
Is this [PERSON] , who we went to [LOCATION] with ?	['person', 'went', 'locat']	person went locat	7
Is this some sort of a gag ?	['sort', 'gag']	sort gag	7
Is this the time , or I am blind ?	['time', 'blind']	time blind	7
Is this Truth or Dare ? Say what ?	['truth', 'dare', 'say']	truth dare say	7
Isabel , you look very lovely tonight .	['isabel', 'look', 'veri', 'love', 'tonight']	isabel look veri love tonight	7
Isn't that a dog up there ?	['isnt', 'dog']	isnt dog	7
Isn't that the truth ?	['isnt', 'truth']	isnt truth	7
Isn't that what this is all about ?	['isnt']	isnt	7
Isn't that what we planned for six months in your bedroom ?	['isnt', 'plan', 'six', 'month', 'bedroom']	isnt plan six month bedroom	7
Isn't there a guard ?	['isnt', 'guard']	isnt guard	7
Isn't this a school day ?	['isnt', 'school', 'day']	isnt school day	7
Isn't this about professionalism ?	['isnt', 'profession']	isnt profession	7
Isn't this the same desk ... ?	['isnt', 'desk']	isnt desk	7
It astonished me .	['astonish']	astonish	7
It is nothing like we figured out .	['noth', 'like', 'figur']	noth like figur	7
It looks better on you .	['look', 'better']	look better	7
It looks different here .	['look', 'differ']	look differ	7
It must have been here all day .	['must', 'day']	must day	7
It sounds ridiculous , but the soldiers never lifted a hand to stop us .	['sound', 'ridicul', 'soldier', 'never', 'lift', 'hand', 'stop', 'us']	sound ridicul soldier never lift hand stop us	7
It stung at first , but now I can't feel a thing .	['stung', 'first', 'cant', 'feel', 'thing']	stung first cant feel thing	7
It was fine . You've been away all this time ?	['fine', 'youv', 'away', 'time']	fine youv away time	7
It was the only game I could find where I wasn't holding markers on somebody .	['onli', 'game', 'could', 'find', 'wasnt', 'hold', 'marker', 'somebodi']	onli game could find wasnt hold marker somebodi	7
It was , uh , bound in human flesh , inked in blood .	['uh', 'bound', 'human', 'flesh', 'ink', 'blood']	uh bound human flesh ink blood	7
It wasn't even loaded .	['wasnt', 'even', 'load']	wasnt even load	7
It wasn't something that we could see , it wasn't in the paper .	['wasnt', 'someth', 'could', 'see', 'wasnt', 'paper']	wasnt someth could see wasnt paper	7
It's a belt that makes its wearer invisible .	['belt', 'make', 'wearer', 'invis']	belt make wearer invis	7
It's a CIT ?	['cit']	cit	7
It's a glitch in your system .	['glitch', 'system']	glitch system	7
It's a little foggy that you're pissed about 'cause I thought -- ´	['littl', 'foggi', 'piss', 'caus', 'thought', '']	littl foggi piss caus thought 	7
It's a miracle they lasted as long as they did .	['miracl', 'last', 'long']	miracl last long	7
It's a miracle .	['miracl']	miracl	7
It's a new car .	['new', 'car']	new car	7
It's a one - way street !	['one', 'way', 'street']	one way street	7
It's a whole new deal .	['whole', 'new', 'deal']	whole new deal	7
Now , this man is good .	['man', 'good']	man good	7
Now , what's this About your having a religious problem ?	['religi', 'problem']	religi problem	7
Now's your chance , go !	['chanc', 'go']	chanc go	7
Of course , a box !	['cours', 'box']	cours box	7
Of course , it's absurd that a priest would be involved .	['cours', 'absurd', 'priest', 'would', 'involv']	cours absurd priest would involv	7
Oh my God ! This is like romantical .	['oh', 'god', 'like', 'romant']	oh god like romant	7
Oh my God ! You guys are all a bunch of freaks .	['oh', 'god', 'guy', 'bunch', 'freak']	oh god guy bunch freak	7
Oh , come on , it's just a joke .	['oh', 'come', 'joke']	oh come joke	7
Oh , did I ? Uh , I am .	['oh', 'uh']	oh uh	7
Oh , don't say that !	['oh', 'dont', 'say']	oh dont say	7
Oh , fuck !	['oh', 'fuck']	oh fuck	7
Oh , God , it even has a barn .	['oh', 'god', 'even', 'barn']	oh god even barn	7
Oh , here we are . - Oh .	['oh', 'oh']	oh oh	7
Oh , how can you tell that from here ?	['oh', 'tell']	oh tell	7
Oh , I almost forgot .	['oh', 'almost', 'forgot']	oh almost forgot	7
Oh , I see .	['oh', 'see']	oh see	7
Oh , is that [PERSON]'s idea ?	['oh', 'person', 'idea']	oh person idea	7
Oh , is that what you told the general ?	['oh', 'told', 'general']	oh told general	7
Oh , it was just ...	['oh']	oh	7
Oh , it's just surprising .	['oh', 'surpris']	oh surpris	7
Oh , it's still there .	['oh', 'still']	oh still	7
Oh , my God !	['oh', 'god']	oh god	7
Oh , my god ! For $ , , anyone who put -- puts this here - And pulls the trigger .	['oh', 'god', 'anyon', 'put', 'put', 'pull', 'trigger']	oh god anyon put put pull trigger	7
Oh , my god ! What are you doing ?	['oh', 'god']	oh god	7
Oh , my god .	['oh', 'god']	oh god	7
Oh , my goodness .	['oh', 'good']	oh good	7
Oh , my gosh !	['oh', 'gosh']	oh gosh	7
Oh , my !	['oh']	oh	7
Oh , no , no , no .	['oh']	oh	7
Oh , no ! - Oh , yes !	['oh', 'oh', 'yes']	oh oh yes	7
Oh , professor ... just a moment .	['oh', 'professor', 'moment']	oh professor moment	7
Oh , Sorry [PERSON] .	['oh', 'sorri', 'person']	oh sorri person	7
Oh , that's what you're working on ?	['oh', 'work']	oh work	7
Oh , there we go . Look at that .	['oh', 'go', 'look']	oh go look	7
Oh , this is a Kandinsky !	['oh', 'kandinski']	oh kandinski	7
Oh , what are you doing here ?	['oh']	oh	7
Oh , you got me . - That better ?	['oh', 'got', 'better']	oh got better	7
Oh , you have tobacco !	['oh', 'tobacco']	oh tobacco	7
Oh , you must be from around here .	['oh', 'must', 'around']	oh must around	7
Oh , you understand the occult !	['oh', 'understand', 'occult']	oh understand occult	7
Oh !	['oh']	oh	7
Oh ! I go there quite often .	['oh', 'go', 'quit', 'often']	oh go quit often	8, 7
Oh ! Sorry . You made me jump .	['oh', 'sorri', 'made', 'jump']	oh sorri made jump	7
Oh .	['oh']	oh	7
OK , fine . Then --	['ok', 'fine']	ok fine	7
OK , you know the drill .	['ok', 'know', 'drill']	ok know drill	7
Okay , good luck I guess !	['okay', 'good', 'luck', 'guess']	okay good luck guess	7
Okay , we have , uh , chamomile , [PERSON] --	['okay', 'uh', 'chamomil', 'person']	okay uh chamomil person	7
Okay . You're kidding , right ?	['okay', 'kid', 'right']	okay kid right	7
Old man , how long have your been here ?	['old', 'man', 'long']	old man long	7
Old man , why are you carving my name ?	['old', 'man', 'whi', 'carv', 'name']	old man whi carv name	7
On an island famous for its fruit and vegetables ?	['island', 'famous', 'fruit', 'veget']	island famous fruit veget	7
On your head ? She hurt my head .	['head', 'hurt', 'head']	head hurt head	7
One man muzzling a whole state ?	['one', 'man', 'muzzl', 'whole', 'state']	one man muzzl whole state	7
One of the waiters tells me she's got quite a reputation for not mingling .	['one', 'waiter', 'tell', 'shes', 'got', 'quit', 'reput', 'mingl']	one waiter tell shes got quit reput mingl	8, 7
One !	['one']	one	7
Ooh , its breath was like a furnace !	['ooh', 'breath', 'like', 'furnac']	ooh breath like furnac	7
or something ? - Fuck ! - [PERSON] .	['someth', 'fuck', 'person']	someth fuck person	7
Or was I the man of the future ?	['man', 'futur']	man futur	7
Out there , you got me a little wrong .	['got', 'littl', 'wrong']	got littl wrong	7
Outstanding !	['outstand']	outstand	7
Outstanding .	['outstand']	outstand	7
Painter ?	['painter']	painter	7
Pardon me , are you an explorer ?	['pardon', 'explor']	pardon explor	7
[PERSON] , they just caught this guy .	['person', 'caught', 'guy']	person caught guy	7
Profess --	['profess']	profess	7
Professor ?	['professor']	professor	7
Qualified ?	['qualifi']	qualifi	7
Quite an act .	['quit', 'act']	quit act	7
Rakonin has just given me the most amazing news .	['rakonin', 'given', 'amaz', 'news']	rakonin given amaz news	7
Really !	['realli']	realli	7
Really .	['realli']	realli	7
Remember , when you invited me ?	['rememb', 'invit']	rememb invit	7
Right , Lieutenant ?	['right', 'lieuten']	right lieuten	7
[PERSON] ! We're family !	['person', 'famili']	person famili	7
[PERSON] ! 	['person']	person	7
[LOCATION] has done the impossible .	['locat', 'done', 'imposs']	locat done imposs	7
Safe from what ?	['safe']	safe	7
Saint Deus . What she said ?	['saint', 'deus', 'said']	saint deus said	7
[LOCATION]'s not that great , you know .	['locat', 'great', 'know']	locat great know	7
Satan !	['satan']	satan	7
Say , wait a minute .	['say', 'wait', 'minut']	say wait minut	7
Script girl .	['script', 'girl']	script girl	7
Seems he has a taste for beef .	['seem', 'tast', 'beef']	seem tast beef	7
Seems much slower than the other eight times I've seen it .	['seem', 'much', 'slower', 'eight', 'time', 'ive', 'seen']	seem much slower eight time ive seen	7
Selah .  	['selah']	selah	7
Senator [PERSON] decided this with you ?	['senat', 'person', 'decid']	senat person decid	7
She could not have been with [PERSON] .	['could', 'person']	could person	7
She did what ?	[]		7
She does not dance no more ?	['doe', 'danc']	doe danc	7
She eats !	['eat']	eat	7
She gave you that ?	['gave']	gave	7
She has the name of a man .	['name', 'man']	name man	7
She is a real lady .	['real', 'ladi']	real ladi	8, 7
She kissed you ?	['kiss']	kiss	7
She knew something .	['knew', 'someth']	knew someth	7
She really do all that dancing ?	['realli', 'danc']	realli danc	7
She wants to talk to me ?	['want', 'talk']	want talk	7
She was the one ... who got you the passport to go to the [LOCATION] .	['one', 'got', 'passport', 'go', 'locat']	one got passport go locat	7
She was wearing them tonight .	['wear', 'tonight']	wear tonight	7
She wears the pants alright , but somehow she always strips her gears .	['wear', 'pant', 'alright', 'somehow', 'alway', 'strip', 'gear']	wear pant alright somehow alway strip gear	7
She won't answer her helm , sir .	['wont', 'answer', 'helm', 'sir']	wont answer helm sir	7
She's empty .	['shes', 'empti']	shes empti	7
She's flying straight to [LOCATION] to be with her father ?	['shes', 'fli', 'straight', 'locat', 'father']	shes fli straight locat father	7
She's getting outta range !	['shes', 'get', 'outta', 'rang']	shes get outta rang	7
She's in labor now ?	['shes', 'labor']	shes labor	7
She's not taking that .	['shes', 'take']	shes take	7
She's pregnant ?	['shes', 'pregnant']	shes pregnant	7
She's pretty full on .	['shes', 'pretti', 'full']	shes pretti full	7
She's two hundred years old .	['shes', 'two', 'hundr', 'year', 'old']	shes two hundr year old	7
Silly , it never occurred to me .	['silli', 'never', 'occur']	silli never occur	7
Since you're sitting in the corner . You're usually a power table kind of girl .	['sinc', 'sit', 'corner', 'usual', 'power', 'tabl', 'kind', 'girl']	sinc sit corner usual power tabl kind girl	7
Six months ago , who'd have thought we'd be spending Christmas together ?	['six', 'month', 'ago', 'whod', 'thought', 'wed', 'spend', 'christma', 'togeth']	six month ago whod thought wed spend christma togeth	7
Smuggle their manuscripts out to the [LOCATION] ?	['smuggl', 'manuscript', 'locat']	smuggl manuscript locat	7
So how can you tell the difference ?	['tell', 'differ']	tell differ	7
So it really is the same old [PERSON] that we all knew and loved .	['realli', 'old', 'person', 'knew', 'love']	realli old person knew love	7
So that's what those things are for .	['thing']	thing	7
So that's what you came to see me about ?	['came', 'see']	came see	7
So that's where the old raunch kept his stash !	['old', 'raunch', 'kept', 'stash']	old raunch kept stash	7
So there really is someone named [PERSON] -[PERSON] !	['realli', 'someon', 'name', 'person', 'person']	realli someon name person person	7
