text	label
There . There .	8, 6
I don't think he killed [PERSON] .	8
My heart soars like a hawk .	5
I hadn't spoken to him in and a half years .	2
Yes , I would .	2
Dad , look who's here .	2
But I do , I beat their time .	1
Wiggle your ear . Wiggle your toes . Come on .	5
Of course you can .	8, 5
Give it a try .	2
I refuse to answer , sir .	1
You see , fear is a fighter's best friend .	8, 2
Why didn't you take her home ?	7
We ain't had a chance to get this place too nice .	6
Don't ever leave me .	4
We kill the rebels , we kill the rebellion .	1
Isn't [PERSON]'s death enough ?	4
We got ta do something !	1, 4, 7
Take our offer .	8
What you want ?	3
The penis is evil .	3
What's your problem , jerk off ?	3
Just take a breath .	8
No , no parties for me .	1, 6
Lieutenant , what exactly happened here ?	8, 2
I'd like to speak to ...	2
Do you know something else , my friend ?	8
There's some hot biscuits in the warmer .	8, 5
If we find him , we can deal with the High Priest	2
Then he was relieved unjustly ?	7
♪ I swear by my tattoo ♪	8
Very interesting . They give a good dental plan to you ?	2, 7
There's something , and if I'm right , I think I've solved a murder .	5
Why do the Chinese care so much about what's on this Russian boat ?	2, 4
Oh , that's delicious .	5
Oh , come on . Do me the honor .	1
[PERSON] , where are you ?	4
Showtime .	1, 2
I'm going to tell him someday just exactly what I think of him .	2
For the love of God , [PERSON] .	1, 3
No , don't do it .	3, 4
I'm sorry . - No , that's all right .	8
Oh , but you're not alone now .	8
I'm sorry to have bothered you .	6
Did you have a warrant ?	6
Yes ? - The keys !	4
a man you can look at in the daytime .	5
So you better hit them bunks , my little babies ... or Sergeant [PERSON] with the big toe ... is gonna see how far he can stick it up your ass .	3
You'll see how cold my blood is when that coward comes back !	3
No wonder he's worn out .	6
Go on .	8
She had been very abused .	1, 3, 6
I suppose he just can't get over his wife's death .	6
It will be divine .	5
Why don't you get a fucking life ?	3
What're you gonna do with me ?	4
If you like being a senator , you can come back to the Senate and stay there as long as you want to .	8
Don't , I've got things in my mouth !	4
That's him .	1
They found my fingerprints on a glass of beer in her apartment .	4
What'll they say ?	2
I loved him , but you know ...	6
I'll go a distance with you to point the way .	8
Is too much heat almost , it is not ?	3
No , I don't need time ...	1, 6
We rumbled . - l mean we rumbled with anybody .	5
Don't you remember ?	7
Only whores smoke in public .	3
And this evidence is clear ... And uncontested .	8
We were wandering around , that's how we got robbed .	4
[PERSON] , what the hell have you done to the coffee ?	3
I'm the one that left you that note today . That's so strange .	4
Let's give her a shout , shall we ?	2
I don't like your faces .	1
Anything you need , I'll call administration and have them authorize the tickets .	8
To find out whether you're a gambler or a trainer .	2, 7
There ! I got it .	2, 5, 7
What's he doing there ?	7
You look fabulous .	5
What beautiful roses .	5
Where the hell is Special Weapons ?	1
I'd love to go with you , Mr. [PERSON] .	2
Either you come here to find out the mess , or we take your family .	1
You're our best shot .	8
You'll thank me when you're free .	2
And as for you ... whatever it is you're hatching , forget it , or end up dead .	3
I want to drink a toast to you .	2
I was plenty scared .	4
Spirits soared , women swooned , and gods were created , gentlemen .	5
I got ta stay with her .	8
Fucking bitch !	1, 3
Some soda . Can I have a soda ?	2
Apparently my birth was not considered a blessed event .	3, 6
Outstanding !	7
Colonel , your men in shape for a parachute drop ?	2
Who are you to dictate the terms ?	3
I wan na see what he's all about .	2
I am the avenger .	5
Your severed heads will mean nothing to the emperor	1, 2, 3
That's right .	5
I felt guilty about always being away from you and Papa .	6
Yeah , yeah , I got the horse all picked out to buy the ... we actually reached this turn in the road .	1
We speak now tonight ... And these things are never spoken of again .	8, 5
Oh , you're just exactly the same .	1
Go ahead , you can be frank .	8
You steal a little swordfish , and [PERSON] should lighten up ?	7
[PERSON] knew he was taking bribes ?	1, 3, 7
Captain , there ain't no man on earth I'd rather serve under .	8
I was a child .	6
He calls back , and this time he's very frightened .	4
All those guns and violence ...	1, 3, 4, 6
It's a liability .	6
What the hell you doing ?	1
Completely out of our hands . - I don't accept that . - It's out of your hands .	6
Do whatever you got to do to get him into that ring !	2
He wants you downtown , like , yesterday .	1
This goddamn town thinks you're as chicken as they come .	3
I'm my own master ... for the first time in my life .	5
[PERSON] was a good man . Tough break .	6
I'd prefer it if it was you .	8
Don't let it beat you .	8
Unless you're afraid of getting burnt .	1
You don't have to worry .	8
Hi ! Hi Princess ! This isn't really the best time right now .	5, 6
I think he's right . - I don't want to hear it !	3
How sad .	6
My Xobile will do just fine , gentlemen .	8
The sea makes me seasick and I'm afraid of flying .	4
You get in trouble over there , and I'd have a hell of a time gettin' you out .	1
Take your mind off my work .	3
Can not your brother help ?	1
She's a wonderful girl .	8
Over here !	3
Let me just look at you .	2
And just possibly , we will heal Some of our sickly , and / or ... Crippled followers .	2, 5
That butcher , [PERSON] , he'll take head ... and butcher them himself .	4
I'm getting leery of this guy .	3
Cool it ! Or you're gonna get the same thing your boyfriend got .	1, 2
It's a disease .	3
I thought it read like a cheap , dime - store novel .	3
I never thought of that , sir .	7
Dad , they've got [PERSON] .	4, 6
Enjoy with me The pleasures here above	5
Used to go out on double dates together .	5
I thought he didn't have any trusted friends except you .	7
I know that when there's something wrong , you tell me . But there's something going on that you won't let me understand .	1, 4
I think you will find it interesting , Miss [PERSON] .	2
You want me to think that you don't want me to go down there , but the subtle truth is you really don't want me to go down there .	1
Well , actually ...	1, 7
The act of a sick mind with an urge to destroy something young and lovely .	3
I needed it .	5
Hey , there's no one better than old [PERSON] .	5
My grandfather gave this to me just before he died .	8, 6
You're a fool .	1, 3
I would have sent it to you , but I didn't know your address until today .	6
A vocation to love God , help the poor , solace the sick and dying .	8
I am here to pay my respects to the high priest	8
What's the use of getting excited , [PERSON] ?	6
Even though we have each other . It can be a very lonely existence .	6
There'd be less bills if you didn't raise the kids like I was a millionaire .	3
It's like falling off a log .	6
Get those bags in , and get in fast !	1
Poor girl .	6
I think I love you .	8, 2, 5
She's fantastic .	5
You're working on your master's ?	2
Oh , this is so cool !	2, 5, 7
I like it .	5
The whole team is working on it , all right , and we will find her .	4
Lookin' good .	8
[PERSON] was just telling us what cojones he got .	2, 5
Don't worry , he's harmless .	8
Fucking gas company .	1
Where's a good place ?	2
But it's The Neverending Story . I've already read it .	1, 3
How did you not disclose this , [PERSON] ?	1
We certainly have the surveillance capabilities to follow the mayor .	8
Hey , captain , could we get a ride with you ?	8
Terrific , great , incredible	5
My prince , did I hear you right ?	7
Why did you shoot him ?	7
No more .	6
There's one thing you oughta know , professor ...	4
[PERSON] , the insurance is worthless now .	6
Hey , no !	4
Aye , aye , sir .	8, 2, 5
Too bad the girls are in [LOCATION] .	6
Father [PERSON] can't keep his hands to himself .	1, 3
[PERSON] , you can have the Giants tickets .	8
Keep to your seat .	1
Just be yourself and you'll be fine . It sounds trite , but it's true .	8
Thank you , but I wouldn't dream of disgracing the family with a divorce .	6
I have too many scars .	6
It's the saga of a man with very little charm and even less courage .	3
Don't a man have a right to know what he's signing on for ?	1
And I have accepted .	2
She gave me a very beautiful scarf .	5
It's a miracle man .	5
We will go as fast as you .	8
Do you know anything about them ?	2
It's a hell of a way to impress my new partners .	1, 2, 4
Fuzzball's our cat .	8
So which way you taking ?	2
There'll be a slight delay .	1
But she can't say that , which means all [PERSON] stole was a meaningless stack of papers .	2
What's this mess ?	3
Smash it ! Rip it !	2, 5
Mishnev is still dead .	6
[PERSON] , what happened ?	7
As I promised .	8
Self - experimentation is against the rules of good research .	3
I'm leaving .	6
I shall live and he shall die .	1
A man who would come here as a virgin .	3
Who's afraid of a little booger ?	3
Hey , don't shoot !	4
We can try .	2
She sure makes this old saloon smell nice !	5
He wanted me ,	2, 4
Don't run away !	1, 6
I didn't like him anyway .	1
Though you may think you're having fun now you only hurt the one you love .	6
She flipped and tried to kill herself .	6, 7
Oh , my God , we're being kidnapped .	4
We have to give them something to hope for .	8
What can we eat ?	2
So here you have a major country , a nuclear power , making a commitment to do this .	3
And it is time that the [LOCATION] government started coming clean on what it's all about , because they're very important military and ...	1
Quiet now , please , everyone pay attention .	2
LEAVE THE DOOR UNLOCKED , UNDRESS , SHOWER , BLINDFOLD YOURSELF AND COME TO BED	8, 2, 4, 7
We came outside giddy and reeling .	5
Please come back , [PERSON] .	6
Get that piece of pigshit out here .	3
You mean , people can hear me now ?	7
Why must I always be the one who puts the cat out .	1
That won't help you .	6
That's the trouble with you .	1
Because I watched [PERSON] go through exactly what you're going through right now .	2
You've murdered a human being !	3
It's great to see you , [PERSON] .	5
Hold it , not yet !	1
The blood's rushing to my head .	1, 4
There's more bad ?	6, 7
Let that be a lesson to ya .	1
Also , I don't like nobody touching me .	3
But he was not here yesterday .	5
That'll clip your wings .	6
They're poorly !	6
What revenge ?	7
Isn't it marvellous ?	5
You can't guarantee our luggage !	1
This time , you won't get away with it .	1, 2
You touch [PERSON] again and I'll kill you .	1
You big fool !	3
Willy will soon be here .	2
Jerry : And where does the boner come into this story ?	2, 5
It'll be great experience for you .	2
I'm gonna take the gag out .	1, 2
So now they're best friends ?	2, 7
I can't have children , [PERSON] !	1, 6
She does though . Well , I should say my goodbyes .	6
Flo , being a parent is about sharing .	8, 1
You're on ! - Let's go !	2, 4, 7
Come on , tell me the truth .	8
Neighbors like each other , speak to each other , care if anybody lives or dies .	1
You frightened me .	4
I don't care what you found , boy !	1
Bless me , Father , for I have sinned .	6
Was a [N-WORD] , was a dinge , was a coon !	3
Well , we're all sinners in here .	6
I don't wan na stay here without you .	6
I want to go to [LOCATION] .	2
You'll find I'm pretty well - connected here .	8
I behaved abominably .	6
That's a big surprise .	7
We .	8
We sent the messages !	2
Yeah , it probably is too .	8
Just find him .	3
You know our man fucked up a couple feds on the out ?	1, 2
I'll see you later , Shooter .	2
Did you ever wan na sleep with a man ?	7
I love my brother .	8, 5
[PERSON] , I don't know how to play this person , and I don't know who she is .	4
Now she makes sense .	8
I'm your man . Come anywhere near my old lady , I'll cut your balls off , asshole .	1, 3
Will you help me move the table ?	8
It's a bitter substitute .	6
Did anyone else ?	2
Now , they're probably gonna crown us King and Queen of the Costume Ball .	2
That huge place over there ?	7
You stay and cook one of your raw dinners .	3
I'll take my chances with the gas .	2
He says it's dangerous to spend the night in the village .	4
Looks like a nice day , huh ?	5
If that's true ... this should be very exciting .	2
Fucking [GAY SLUR] .	1, 3
Who ?	7
I protest against the way in which this question was put !	1
Yes , I love you , too . I'll find you some more .	8
They'll disembowel us .	4
You sure you ain't got me mixed up with somebody else ?	7
What about the treasure ?	7
If the strychnine was not in the coffee and we know that it was not in the cocoa , where it was ?	4
Do we have a deal ?	8
Listen , I'm trying to make a living here .	2
You don't look as if you had a dime between you .	3
But problems don't just go , [PERSON] , you know ?	6
I shall die on the gallows .	4
Criminal gang unit to take control .	2
Do some more rolling and tossing and thinking about it .	3
You're right . He has turned against me .	6
[PERSON] , please don't go .	4
What time is the next news ?	2
And may the best man win .	8, 2, 5
It's a CIT ?	7
I'm in .	8, 2
You must get lonely .	6
I'd like to meet him , Rock .	2
Hmm , it's a nice place .	5
I thought you didn't --	2, 7
Just in case .	4
Let me see the jewel .	2
Why would he buy a bible ?	7
If he resists , arrest him .	2
They tried .	6
They described a decades long conspiracy to cover up extraterrestrial visitation to [LOCATION] .	1
I wish I had a nickel .	6
Now .	2
Give it up .	1, 3
This is gonna be so great !	2
We're in a war zone , [PERSON] : Two motorcycle officers horribly wounded in a crossfire , the police seemingly unable to rescue them in spite of several desperate , heroic attempts .	6
This looks like a mind - fuck to me .	4
When I'm wearing a new bonnet ... all the figures I ever knew go right out of my head .	6
We have to leave right away . Otherwise we're gonna miss batting practice . Let's go .	2
I didn't know you played a saxophone .	7
Anything that benefits the state is mighty important to me .	8
You named it .	8, 7
No , it's just ... I read in this thing that's what I'm supposed to do .	4, 7
You never spoke about it .	7
Will you arrange a conference for us ?	8
That's wonderful !	5, 7
And whoever holds [LOCATION] points a dagger at the heart of [LOCATION] .	1
It's an incredibly profitable , as horrifying as it is to say , business .	3, 7
It makes my heart sad .	6
I'm not investigating her for working for you , I'm investigating her for felony fraud .	6
There's no way I can have this kind of exposure .	6, 7
I turned pro at and I had eight fights .	8, 5, 7
workingmen stand ready for work on Monday ... on the largest slaughterhouse outside [LOCATION] .  	3
Don't embarrass me in front of [PERSON] .	4
I would hate to commit myself without my compass .	6
They'll be instructed , Captain .	2
It affects her every day .	6
It had to be total and it had to be honest .	8
You got ta get them bones growing .	4
He killed when he was born ... without knowin' it .	4, 6
Turn around !	1
He's dead , isn't he ?	4, 6
Tell me what you gave to him !	1, 3, 5, 7
Good morning !	5
But now , I don't suppose I shall ever see it again .	6
Wait ! Wait right here !	1, 4
Is he gonna be a problem ?	1, 2, 4, 7
And that's another reason why you don't speak about it .	4
You're welcome to join me .	2
I think he wants to die .	2, 6
It's ugly , old and musty .	3
Don't raise your voice to me .	1
It's a new car .	7
She seems very unusual . - Yeah .	3
That was my girl . Wait .	7
You make me very happy .	5
You got to get me out of this mess !	1
Mean gene : He's coming back , Ladies and gentlemen .	2, 5
The most horrible thing was , you'd smile when you were mad .	6
[PERSON] , I've given this a lot of thought .	8
Bad guy .	1, 6, 7
Come on , come on , come on , come on .	2
He shot himself .	3, 4, 6
Cos I knew that if anybody could make me a winner , it was you .	8, 5
I think we can finally nail [PERSON] .	2
Gentlemen ?	2
I can't save [PERSON] .	4
I hope [PERSON] isn't watching .	4
How'd they know you were on this train ?	7
Ah , I'm sorry !	5
Then , you have to go .	6
Don't get too used to those long lunches .	3
Did you try to break into [PERSON]'s house the night of the murder .	1
It'll be broken by dinner .	6
Some people told me you were dumb .	3
Yes . - Well , this is an emergency !	4
Didn't think we'd be getting to see you .	7
You have to take off your shoes .	1, 2
You don't often see a set of charlies that nice .	7
The suspect's body , who we now believe is our Jack the Ripper copycat , was discovered late last night .	7
I thought you weren't coming home till tomorrow .	7
What do you think we ought to do that's fitting and proper ?	1, 2
Oysters are out of season .	3
I'm unhappy .	6
He knows , what I do not understand it is for what reason the Inglethorp it seemed so interested in being a prisoner .	4
I'm not sure how to operate that thing .	4
Yeah , all right , you got a lot goin' .	6
You're right , [PERSON] .	8
I always feared dying in the gutter with a bellyful of booze .	4
What the hell does  it purport to describe ? 	7
You tell him I've got [PERSON] under control .	8, 2, 5
You're making me look bad .	1, 6
The A / V guy .	3
Isn't that amazing ?	5
Come on , [PERSON] , turn yourself in .	1
People , this'll be picture !	2
We're free .	5
Are you crazy ?	1, 7
We must get everyone in [LOCATION] to help us .	2, 4
What are you driving at ?	1
They mustn't get old .	6
Those two lovebirds next door driving you nuts ?	3
You just go .	8, 1, 6
An ongoing retainer on a claiming horse ... that makes tremendous sense . My money , kid ... that's a kiss - off for getting bumped .	5
Bring her back , girls , alive !	1
Come on , [PERSON] . There's fish in the stream .	2
If we lose , get out of town quick .	4
Honey !	5
The guilt and just feeling ashamed of yourself , I've struggled a lot with that .	8
Still a lot of soldiers around Better get inside	2, 4
You want me to get you a bellboy ?	1, 2
We're being attacked !	7
Send somebody for the militia .	4
I'll get [PERSON] back .	2
I need something something that can fly and that can scare the pants off anything living in that castle .	8, 2
As far as I'm concerned , a coconut hit you on the mouth .	7
Sit down and relax , and ... be brilliant .	5
I got something for you now .	8
Nice meeting you . - Very nice meeting you . See you .	8, 5
Hurry !	1, 2, 4, 7
I have to go to rehearsals .	2
I want you to applying for my son .	2
Yeah . - More than anything else in the world ?	2, 5
Do not look . You can touch .	8, 1
Three men killed , and to what end ?	6
He'll talk to you .	8, 2
My brother took all your cigarettes ? I have another pack .	8, 1, 6, 7
No flags , nothing like that .	1
Yeah , how you doin' ?	8, 2
I had trouble getting back to the sub .	1, 7
The truth is I wanted to quit .	6
It did not come finishing of writing it , mon ami .	5
I got offered a part in a movie .	5
We can work all that out later , too .	2
Because I love only you .	5
How many deals do you think get cut in the men's room ?	3
Even so , mon ami .	8, 2
Harry , what do you think would make [PERSON] happy ?	2
I do .	8, 5
Because they prove Liberty Rail actually committed a crime .	8, 6
We live in a wonderful life .	8, 5
[LOCATION] was easier !	8
How soon can we have this on the market ?	2
Driver , I'm a little disappointed in you !	1
[PERSON] , she's got tits the size of cucumbers .	7
It's horrible .	4
They must be there .	2
You look good !	5
Thank you very much for your attention and your interest	8
You're a killer !	3
Do not be afraid .	8, 2
How much longer do we have to wait ?	1, 3
I sure don't .	8
British Intelligence showed you the letter for the first time in [LOCATION] ?	2, 7
Do I actually see this ?	7
Even so drunk , your brain is the greatest this side the [LOCATION] .	3
Hey , buddy . Spare some change ?	2
You know too much .	6, 7
[PERSON] , I don't like to be here .	3
Hey , you son of a bitch ! What the -- ?	1, 2
Don't tell [PERSON] this .	4
She said she's not in a head - space for a relationship , with everything that's going on in the world .	6
Want to get the fuck out of here ?	1, 2
The time had come to look the devil in the eye and send him to hell where he belonged .	3
They had ten ... twenty of them in the back of this panel truck .	6
We're opening a store and a bank , aren't we , [PERSON] ?	2
How could they with you here ?	1, 3
I request a recess .	7
I have heard of the arrogant male in capitalistic society .	3
Monsters devouring human flesh .	1, 3, 4, 6
I mean , I know writing speeches is writing ... but it's not what I really wan na do .	3
What if I could get you the money you're waiting for before midnight ?	8
I'm not interested in what you think .	1
Who let you in ?	7
First time I ever kissed you .	8, 5
Guess you want me to go ?	2
I don't suppose it looks like much to a lady ... but I can't help being proud of it .	5
I'm just curious .	2
As for me , I'm just a slave .	6
Oh , I wanted you to see this advertising layout .	2
There's no order , no discipline .	3
Cops are on strike , stupid .	1
Well , I'd like to help you out , mister . There's nothing I can do .	3, 6
You're just some fucking pussy . Fucking pussy !	1
I can't afford a fuckin' dream house !	1
I order all ghosts to be expelled !	1
You are all welcome to drink the bar dry .	5
Yes , Elder	8
That's what comes of teaching science by TV .	3, 6, 7
Glad you told me .	5
It's fucking embarrassing .	1
She's not a spy .	8
Who you gonna ask next ?	2
It works ! I'm cured !	5, 7
Why didn't you help me ?	1
Hello , darling ! Hello , dear .	8, 5
Gentlemen ... if there are no objections , I'm the dealer .	8, 1
The things we have to do in these heathen countries . There must be an easier way to set a trap !	1, 3
What a levitation move ! [PERSON] said unto him ...	7
How can you ask me that ?	7
And don't bother sending a bill , either !	1
I'm sorry this had to happen , [PERSON] .	6
She passed her genes down to you in all the right places .	5
There's no way you could make them talk . You're dealing with extremists .	2, 6
It's a good idea .	5
Retirement , Christ .	2
Look , friend , I already told you , you don't know me .	1
If you can find a job , if it pays more than $ 50 , a week ... and if you don't get involved with another maniac .	3
Look , I ain't got no more to say to you , OK ?	1
♪ They knew it wasn't beef ♪	5
Where'd he touch you , boy ?	1, 2, 3, 4, 6, 7
A performance that exceeded the most optimistic predictions .	5, 7
What do you mean , you can't ?	1
I have a business proposition for you .	2, 5
Damn !	1, 6
That's not bad for a blind man .	7
We all have ideas of right and wrong . - - But we have to pitch in for the good of the family .	8, 2, 4
Do not worry , he does not know anything .	8, 1
We await ...	2
He wants me to stay the whole week .	2
The fun is over .	6
It's real nice , you know .	5
You got on rather well with him , didn't you ?	5
What are you gonna do all by yourself ?	7
You'll meet him shortly .	2, 5
[PERSON] , leave the room .	1
I don't like your tone .	1
I go back to [LOCATION] today .	2
To be enraged with a dumb brute that acted out of blind instinct is blasphemous .	3
[PERSON] , this is Al.	5
You're a star .	5
It'll all be over by Thursday .	2
The Secretary of State is here . Madam Secretary .	2
How the fuck did you let it get that far ?	1
You walk awful fast for a little thing don't you ?	7
The performance was superb .	5
I thought you'd be onto me if anyone was .  	2, 6, 7
Let's get him !	1, 2
It's okay . It's mine .	8, 5
How hard would it be to crash a wedding ?	2
Now ! Natural , huh ? You on your back , huh ?	1, 2
I could smell it the first day you were born .	2
He's right there !	7
Then , one night , we were talking about how we hated the life , and how we had never done much of anything ourselves .	6
I'm not stupid , Mr. [PERSON] .	1
I love my ass .	5
Put it down	1
Isn't that terrible !	4
Who will write the ... digest ?	2
I don't want you to forget what you've seen here today .	8
I will not return to prison .	1
, ...	1
What is he looking at ?	2
Surprise !	5
It would be a start if you'd let [PERSON] go .	1
You could make a handsome profit on your stock .	2
Don't look !	4
But do you truly believe that by deliberate present - day action we can neutralize that possibility and alter the future ?	7
Put them down and turn your back .	1
I think she's great .	5
I can't hold the wheel .	6
We're going to celebrate .	2
I've never felt more alive in my whole life .	5
What am I doing here , [PERSON] ?	7
And I'm warning you .	1
I think I'll take a nice dose of sleeping pills tonight .	6
Senator [PERSON] , I'm pleased you could make it .	5
What good is it to cut off your heads ?	3
Oh , [PERSON] ! God !	4
I'll get a job .	2
I didn't know anybody was going to be killed .	4
I'd like to introduce you to ...	2
No morality ?	3
It's like they're running an errand , and they happen to spot the one they love across the street running a different errand .	7
I was fixed up on a blind date by a well - meaning friend .	8, 5
They're gonna get nervous .	4
Now , you stay put and listen to me .	1
And we are now beautiful .	5
Scatter and keep your mouths closed .	1
And they told me that you weren't that smart .	7
Glad to see I'm not the only case you're working .	5
And I might add that he has some rather strong ideas On the subject of sea monsters .	8, 2
What the hell is this , [PERSON] ?	1, 7
Are they both mad ?	7
I do hope it won't affect your ego !	3
What did he tell you to tell me ?	1, 2
Do you know , you were pretty cute in there today , my little .	5
There's gonna be a lot of clowns out there with firearms and itchy fingers .	3
Round up everybody on a motorcycle .	2
Seriously , she is a woman who loves our great state .	5
My magical powers are no good at all	6
I could have you shot .	1
He knows what [PERSON] said by heart and Boy Stuff is swell .	8
It felt good .	5
It's out ! - Are you all right ?	8
l can't stand this shit . - Hey , [PERSON] , please .	1
I feel like I messed it up .	4, 6
Maybe you're sorry you married me now , [PERSON] .	6
Okay , we need to locate [PERSON]'s father immediately .	2, 4
You're just spoiled . You've thrown everything away .	1, 3
And what sort of rubbish are you turning out now ?	1
This is more like it .	5
I think it's going well .	2
Well , I never thought I'd spend my wedding night with you , [PERSON] .	7
Admiral's party approaching .	3
Come to [LOCATION] .	2
Now , stop distracting me . Bye , [PERSON] .	8, 1
I've been crying all morning because I thought I'd never see you again .	6
We got this thing won already !	2
Thank you . - You're welcome .	5
Not even the pleasure of seeing you free ... Can make up for this ... This disgrace to the cause of justice .	1, 3, 6
My favourite colour's blue .	5
I got to take care of my cattle .	8
Such personal questions are not appropriate .	1, 3
Father , maybe we could ... Go in the other room and speak privately ?	4
You can get brave any time you feel like it .	5
And I fear no one , Especially an unholy spirit from an unsavory world .	1, 2
Watch it , it's still wet .	4
I hate this frigging place .	1
You'd better listen to what he said .	1
Ain't much you can do about us .	1
I wan na say I appreciate what Capt. [PERSON]'s done on my behalf .	8
Don't touch me !	3
They think you can do it .	8
You really think you know what's best for us , [PERSON] ?	1
Why do you say that ?	7
Hmm , it was rather sweet .	7
I thought your little cousin was going to sell the stock .	7
You're a hard man to kill , Admiral .	1
But who would buy the boat ?	7
It's such a pleasant little place .	5
You have our deepest sympathy .	6
Let me talk to her . Let me just talk to her .	2, 4
You think it was me that beat you ?	6
Because you know I'm gonna walk out of that court , just like I did before .	2
I couldn't hate you , so my hatred turned into an insane fear .	4
I need some protection now from [PERSON] .	4
So , I'm gonna call her back , and you are going to apologize .	1
It was an avalanche .	4
How long before we land ?	2
I don't know why he gets so worked up over unimportant things .	1
You disturb the neighbors , I'll cut you up and eat you for dinner .	3
I know where it is .	2, 5
Miss Gamble , I will try to help you today .	8
Do not think that I do not agree with everything you say , [PERSON] , but I. . .	1, 4, 6, 7
You dumb bastard , why didn't you get some girl off the streets ?	3
The way I understand it , you know [PERSON] better than anyone .	8
I'm engaged .	2, 5
Having a nice time ?	2, 5
bat - blind ships .	7
We could go see [LOCATION] of the Dolls .	2
That's incest !	3
Same place you left your table manners ?	3
I just wanted to clear that up .	8
I knew there was a story in that guy .	8
He ain't such a bad horse .	8
I'll never get this . We're doomed !	4, 6
[PERSON] is the best cop I ever saw .	5
Big house , three cars , beautiful wife .	8, 5
Don't you forget that I'm still the headman around here , too .	1
Been here long ?	2
It's not enough .	4, 6
Anyway , the president of this teamster local back east set up a phony welfare fund , right ?	3
That only took two seconds .	7
They look like giants .	4, 7
I've got something down here .	2, 5
Let me have those things .	2
Seize fire to the Castle !	1
Will you think about it ? - Yes .	8
If I can do anything for you , let me know .	8
Well , if you want anything , just ring .	8
Thank you , Father .	5
We shot with it .	8, 5
Come on , get up .	1
Because you were right about [PERSON] .	8
This is true , [PERSON] .	8
Well , might as well make myself useful .	8, 3, 4
I get pissed off , my wife gets embarrassed , the kids are confused .	6
I'll see if I can get through .	8, 4
You know , all fairness to alcohol , I've done stupid things when I was sober , too .	6, 7
What sucker would buy the Chiefs ?	3
But you can't .	6
I hear we can expect a bumpy ride tonight .	4
I will not have an officer from my battalion working as a coolie .	1
Turn the fucking water off !	1
Listen to this , there were some hard drives in the copy store that belonged to Sandstorm's fixer .	7
I thought you were supposed to eat fish on a Friday .	7
Nothing's going wrong .	5
I'm sorry , sir .	6
Fucking asshole . I love you .	8, 5
This is great !	5
I guess I can't blame you .	6
These are some of the highest ranking military officials in our defense program .	4
Wait , wait , I can't do it from here .	4
[PERSON] , I'm not interested in this . Of course you're not .	6
Claymore's gonna cut his nuts off faster than a hedge clipper .	1
I see that it's funny .	8, 7
We'll arrest him .	1
Hundreds !	7
( imitates monkey gibbering )	2, 5
My little [PERSON] .	8
When did you get back ?	7
Oh , no , don't worry about me .	8
It drags at your heart till ... you can't do anything but look back .	6
With this rate of tariff , I'm confident it'll have a mitigating effect on the anti-dumping cases .	8
Trouble is that the Kid might be nervous , big game like this .	4
You really believe you can frighten me ?	3
I'm going to need you to put your hands up .	8, 1, 6
We want to die !	6
Please , this job means everything to me .	4
I wish I could have made her understand .	6
I'll get on it first thing .	2
So , I'm here .	8, 5
What happened to your coat ?	7
Mr. [PERSON] ? It's been so long . I almost didn't recognize you .	7
I wish it had gone .	6
Don't you know it's bad to light forest fires ?	1, 3, 7
Oh , honey , you're gonna love these -- coconut fudge delights .	2
Don't look at me .	1, 4
We have no choice but to use every conceivable weapon if they land .	4
For far too long .	3
I'll try to be worthy of the job .	2, 5
You British insult easy . Can't catch one of these cruds passing up a buck .	1
Didn't he tell you that the mess boys ate the strawberries ?	2, 7
You're really gonna like the way Adrian cooks .	2, 5
You really and truly are a perfect bastard .	3
I was taking out on her what I should have been giving you !	3
You're thinking she's a fool for doing it , even if it saved your hide ...	3
Strange that I should be called a destitute woman when I have all these riches locked in my heart .	3
[PERSON] , it's impossible !	4
I'm even ready to mambo .	8, 5
I'll speak with you first .	2
Oh , [PERSON] , no .	6, 7
Rushing home to a hot apartment to listen to the automatic laundry and the electric dishwasher and the garbage disposal and the nagging wife .	3
That's the character ! That's the quality I've been looking for ! Now , what you're doing .	5, 7
Bastard !	1
Yeah , this building literally changed because of his disability .	3, 5, 6
Why do we kill people who kill people to show that killing is wrong ?	3
That's a hell of a story , Bell .	7
Come on in .	8, 2, 5
You get a line , I'll get a pole We'll go fishing in the crocodile hole	8, 2, 5
Maybe God is telling us something .	8
I have no defence against forgery !	4
Can you pass some portable pumps to us ?	2
Okay , you guys , she fell for it .	5
* Uh-oh uh-oh ... Why did you take down the [LOCATION] Lace number ?	4, 7
There's no fucking handle !	1
I entirely agree with you , Colonel .	8
It's freedom for a woman to spread her legs like that on a magazine ?	3
Don't let her do it , [PERSON] .	4
You look a little off - colour , [PERSON] .	4
She's got the curse .	4
Give him a break , would you ?	1, 3
Isn't it divine ?	5
You don't realise what a plum you are for us .	5
Too much time !	4
That thing is a killer !	1
[PERSON] , you had no right to do something like that .	1
Drop that cannon .	1
It was horrible for him .	6
We're going to open !	2
There is to be no retreat , not so much as one millimeter .	1
[PERSON] did everything he could , but they got away .	6
Where are you taking it ? - To the hospital .	6, 7
Don't open that .	4
Yet somehow I felt within myself a new source of power .	5
Don't let me go down .	4
Happiest CS - Three anyone ever met .	5
Father , make us truly humble and thankful ... for these and all the other blessings .	5
How much longer ?	3
I think it's brilliant .	8, 5
In that case , why don't you go to that last table ... sit down , shut up , and don't move ?	1
To you , and to our new partnership , welcome .	2, 5
