text	label	labelarr	first_label
She went straight to the local sheriff , who , fortunately , happened to be a particularly good friend of ours .	5	['5']	5
Who the hell asked you anyways , huh ? - Shut up !	1	['1']	1
You scare the hell out of me too .	4	['4']	4
Stay away from her , you wife beater !	3	['3']	3
He's capable of giving this administration an enormous amount of grief .	1, 3, 6	['1', ' 3', ' 6']	1
You may have overlooked the fact that the use of officers for labour is expressly forbidden by the Geneva Convention .	1	['1']	1
I sent you all those letters .	7	['7']	7
That girl doesn't exist anymore .	6	['6']	6
You've been to the top of the Sistine Chapel ?	7	['7']	7
A little early for Christmas shopping , ain't it ?	5	['5']	5
Now we'll have good weather for the bridge .	5	['5']	5
Don't worry , we'll celebrate .	5	['5']	5
Well , now there's no sunshine in my life .	6	['6']	6
You're driving me crazy .	1	['1']	1
Three , for luck .	8	['8']	8
Nothin' man . Whatever .	1, 3	['1', ' 3']	1
Hey , [PERSON] . Come here .	8	['8']	8
The brooding eyes ...	2, 4	['2', ' 4']	2
She does not dance no more ?	7	['7']	7
You know , maybe it's better you're not staying here .	1	['1']	1
You're the busiest woman I ever saw .	7	['7']	7
Shooter knows what he's doing .	8	['8']	8
You listening ?	2	['2']	2
What do you mean , I'm not the type ?	1	['1']	1
I can see panicked citizens taking to the streets if this gets out .	4	['4']	4
In other words , it doesn't hurt a bit .	5	['5']	5
These videos were posted together with instructions from the kidnappers .	3	['3']	3
What's your problem , jerk off ?	3	['3']	3
In fact , we're so bad that we're disbanding .	6	['6']	6
But [PERSON] told me she was with you .	7	['7']	7
You touch [PERSON] again and I'll kill you .	1	['1']	1
We all have our own ways of running a ship .	8	['8']	8
Come on , this is me you're talking to , [PERSON] ! Come on , [PERSON] .	1, 2	['1', ' 2']	1
[PERSON] , baby .	5	['5']	5
Ain't she seen a man before ?	7	['7']	7
No , please , wait !	6	['6']	6
How about the Gobernador ?	2	['2']	2
How very nice to see you .	5	['5']	5
Don't touch that television !	1	['1']	1
You know , we still got to decorate .	2	['2']	2
Mister , is this Heaven here or not ?	4	['4']	4
Give us a statement ! Dozens are dead .	1, 3, 6	['1', ' 3', ' 6']	1
I'll put in for a transfer .	2	['2']	2
If that slob was a penologist , I'm a jet airplane pilot .	3	['3']	3
The doc just looked at us and shook his head .	6	['6']	6
Twelve to fifteen percent of the kids we serve were victims of human trafficking .	6	['6']	6
They are very interested .	2, 5	['2', ' 5']	2
I never promised to be no hero , did I ?	1	['1']	1
I'm gonna kill myself .	6	['6']	6
Well , well ! If it isn't our model prisoner , looking so pretty today in his little bow tie !	1, 3	['1', ' 3']	1
I'm coming down . -[PERSON] , don't start anything .	2	['2']	2
The government in the palm of my hand .	2	['2']	2
You'd rather be found dead with two small children in [LOCATION] ?	4	['4']	4
He's signed all those deeds back to their rightful owners .	8	['8']	8
I'm very happy to know you , sir .	5	['5']	5
Go on , get !	8	['8']	8
What am I , a pit stop ?	1	['1']	1
[PERSON] , [PERSON] , it's Trubel !	2	['2']	2
Fucking honey dripper .	3	['3']	3
When I think yours has given you , Village ... as a vulgar , without dowry .	3	['3']	3
It is infernal !	1, 4, 7	['1', ' 4', ' 7']	1
You just made it up .	1	['1']	1
It isn't that . It's what [PERSON] said .	6, 7	['6', ' 7']	6
You know , you remind me more and more of my first husband .	1, 3, 5, 7	['1', ' 3', ' 5', ' 7']	1
The war in [LOCATION] .	6	['6']	6
How many times must I to tell you ?	1	['1']	1
He was nice .	5	['5']	5
This is your one chance to get the answers .	1	['1']	1
See ...	2	['2']	2
If only I'd done a better job .	6	['6']	6
It's been an honor to serve with you .	8	['8']	8
Now , stop distracting me . Bye , [PERSON] .	8, 1	['8', ' 1']	8
So tired .	6	['6']	6
It puts him in the area within one hour of the first killing .	4	['4']	4
Take that sentence back !	1	['1']	1
Still working on my dissertation at my age . It's ridiculous .	1	['1']	1
But if you're asking me what I want to do , I'm telling you that I haven't decided .	1	['1']	1
Except blurt out a total confession .	5	['5']	5
Are you hurt bad , mate ?	8, 7	['8', ' 7']	8
I ain't gonna be a nobody .	1	['1']	1
We are quite alone , I assure you .	8	['8']	8
I'll kill him !	1	['1']	1
Loveliest room you've ever seen .	5	['5']	5
I was really good .	5	['5']	5
Are you sure you want to escape from it ?	3, 7	['3', ' 7']	3
But if you do not work hard you will be punished .	1	['1']	1
I'm going to need you to put your hands up .	8, 1, 6	['8', ' 1', ' 6']	8
He's got something bottled up behind that dashing charm .	7	['7']	7
Really , it is so good to see you .	8, 5, 7	['8', ' 5', ' 7']	8
I was brought up with beautiful words .	5	['5']	5
I roll with him all the time , and he rolled with us on that move .	8	['8']	8
You mean , Dad's not coming home anymore ?	6	['6']	6
And w - what am I supposed to take your word for being worth ?	1, 3	['1', ' 3']	1
Here's a great one .	5	['5']	5
A man was killed in his plane and bled all over him .	4	['4']	4
I'm headed for hell anyway	3	['3']	3
It's a pity some of you fellows haven't anything better to do .	3	['3']	3
How can I make you believe me ?	2, 6	['2', ' 6']	2
So , a rose is not a rose , and an umbrella has nothing to do with rain .	7	['7']	7
It's a passion that continues to grow , ... The more the King is drowning .	4	['4']	4
She's not a spy .	8	['8']	8
Soon we will expand from city to city .	2	['2']	2
Take your flight .	1	['1']	1
Do you think that I have forgotten all that has happened ?	1, 2, 6	['1', ' 2', ' 6']	1
He also does not support me .	4, 6	['4', ' 6']	4
Oh , you make me so hot !	5	['5']	5
So you're a chef ?	2	['2']	2
I can't wait . Heh heh .	2, 5	['2', ' 5']	2
The performance was superb .	5	['5']	5
It's horrible !	6	['6']	6
You told me that when you overwork you get nervous and lose weight .	6	['6']	6
We were scared to hell .	4	['4']	4
He's got another woman !	1	['1']	1
While you try to steal my money the union accepts an offer from [PERSON] .	1	['1']	1
At that point , I pulled out the phone book and I started contacting attorneys .	2, 5	['2', ' 5']	2
You can be famous .	2	['2']	2
I'm not getting paid to be undercover , so I work at this garage all day .	1	['1']	1
Well , why not liven them up ... with the snack food that's sweeping [LOCATION] .	2	['2']	2
I'm with you .	8, 5	['8', ' 5']	8
[PERSON] , you're a wonderful egg .	5	['5']	5
You got a weird family .	8	['8']	8
You can give me two dollars extra for making me nervous .	1	['1']	1
You like to smoke , right ? You like to smoke ?	2	['2']	2
That's a bunch of bullshit .	3	['3']	3
Come on , you flabby old goat , give it to me .	3	['3']	3
I'd always heard how badass you Grimms were , but your mother was a complete letdown .	7	['7']	7
He's getting married in minutes .	7	['7']	7
Your boat , my boat .	8	['8']	8
But how about lunch Saturday ?	2	['2']	2
How do you keep something secret ?	4	['4']	4
You idle apathetic !	3	['3']	3
Does this mean you don't like me anymore ?	6	['6']	6
I think the city is saved .	8, 2, 5	['8', ' 2', ' 5']	8
If ever a funeral laid an egg , that one did .	3	['3']	3
Compliments of the gent in the corner by the door .	7	['7']	7
[LOCATION] is up for grabs , the spoils of our once fine city going to the ruthless scum who can spread the most carnage and blood in our streets .	1, 3	['1', ' 3']	1
Okay , we have , uh , chamomile , [PERSON] --	7	['7']	7
We ought to take advantage of every moment .	5	['5']	5
Where did I see your face before ?	7	['7']	7
Something's wrong .	4	['4']	4
I devour ... Every time I think of you .	2, 5	['2', ' 5']	2
But after all , you're the logical man from the [LOCATION] for the national ticket .	8	['8']	8
Why don't you chop it off , [PERSON] ?	2	['2']	2
This is not behaving in a company way .	3	['3']	3
Very loyal .	8	['8']	8
Anyway , these are the things that was taught to me and , if you want , I'd like to teach to you .	8, 2, 5	['8', ' 2', ' 5']	8
You break the brake .	1	['1']	1
But there is a great deal of evidence that they are concerned with our hostility .	4, 7	['4', ' 7']	4
For you to become a murderer ?	3, 6, 7	['3', ' 6', ' 7']	3
Can you see anything ... anything at all ?	2	['2']	2
We all make mistakes .	8	['8']	8
Are you telling me he's carrying a. and a. ?	1, 4	['1', ' 4']	1
If you hadn't promised so faithfully , I wouldn't have planned the whole thing .	1	['1']	1
He's worse than [PERSON] Tex.	3	['3']	3
She's very unhappy .	6	['6']	6
My ambition is to win all your contracts , own this club and run it my way .	2	['2']	2
Check every floor .	8	['8']	8
He's the only senator to have .	8	['8']	8
Sorry , pal .	6	['6']	6
What's it to you if I brought a woman , a man or a fuckin' Muscovy duck ?	1	['1']	1
Think them folks would spend a penny to send you east ?	3	['3']	3
Or was I the man of the future ?	7	['7']	7
I don't need you falling apart on me .	6	['6']	6
Don't have bad dreams .	8	['8']	8
Oh , there we go . Look at that .	7	['7']	7
I do just tell in my mind .	1	['1']	1
Don't worry about the others , they're just senators .	8	['8']	8
Or - or maybe you mean embarrassing the badge .	4	['4']	4
That I'm going to be okay .	5	['5']	5
Your ship's been in lots of battles .	8	['8']	8
A guy who was a pain in the neck even before I carried his stuff .	1	['1']	1
But get on with it !	1	['1']	1
You and I could go there .	2	['2']	2
See you soon .	2	['2']	2
This is a house of ill fame , and I'm a fallen flower .	6	['6']	6
Ask him what money , asshole .	1	['1']	1
My face and my body have aged .	6	['6']	6
Three years I've been waiting to nail your sorry ass .	3	['3']	3
They have to find you , do it cleanly , without ... drawing attention to themselves .	2	['2']	2
He'd look very picturesque in the summerhouse .	5	['5']	5
Say , that's right .	2	['2']	2
My name is [PERSON] .	5	['5']	5
I learned it from you , [PERSON] .	8	['8']	8
What makes you think there's something the matter with her ?	7	['7']	7
I want it to be clear and known that my daughter , [PERSON] , was raped .	1, 3	['1', ' 3']	1
He never even heard of [PERSON] .	7	['7']	7
Nobody's going to come looking for him ?	1, 4, 6, 7	['1', ' 4', ' 6', ' 7']	1
m glad for you . 	8, 5	['8', ' 5']	8
The Montauk Club , : pm .	2, 4	['2', ' 4']	2
That was incredible .	5	['5']	5
I got something for you now .	8	['8']	8
Autumn ?	7	['7']	7
Well , if his books are any indication , he has lived quite a life .	7	['7']	7
He says that he's looking at a giant asshole from [LOCATION] .	3	['3']	3
He wasn't much good , though .	6	['6']	6
I just needed a break .	6	['6']	6
It's only temporary , you know ?	8, 2, 4	['8', ' 2', ' 4']	8
We haven't anything to discuss with you .	1	['1']	1
Now listen to me . This pig has cheated me out of $ million in cash .	1	['1']	1
She will ! You're listening to a sick girl !	1, 3, 4	['1', ' 3', ' 4']	1
What you have done ?	1, 6	['1', ' 6']	1
To avoid bringing disgrace upon a clean and honourable state .	6	['6']	6
Your officers will work beside you .	8	['8']	8
Come off !	1, 2	['1', ' 2']	1
Thanks , man .	8	['8']	8
A pleasure to meet someone who understands that to the true gambler ... money is never an end in	5	['5']	5
It's good publicity .	5	['5']	5
There's nothing sweeter than sharing a secret with an enemy .	8	['8']	8
You should've been there , [PERSON] .	1, 6	['1', ' 6']	1
For the hospital , for the seriously sick .	3	['3']	3
It's too late , isn't it ?	4	['4']	4
This is not my day .	6	['6']	6
Thank you , [PERSON] .	8, 5	['8', ' 5']	8
Oh , [PERSON] , I'm worried about what you'll do at the inquest tomorrow .	4	['4']	4
You practically raped her one night .	3	['3']	3
Old man , give me the keys !	1	['1']	1
That's some ride , huh ?	7	['7']	7
Just to sit here with him is a very great honour for me .	5	['5']	5
Am I wrong , Lady ?	8, 1, 2	['8', ' 1', ' 2']	8
Mr. [PERSON] ?	2	['2']	2
Ain't no doubt about your gender , girly .	2	['2']	2
You can tell from here ?	7	['7']	7
Want to take a look ?	8	['8']	8
She's gonna kill him !	4	['4']	4
I can't start the car .	6, 7	['6', ' 7']	6
What do you need money for ?	7	['7']	7
But I am guilty .	6	['6']	6
You bring him !	1	['1']	1
Now , I don't date teenagers .	3	['3']	3
What precinct , sir ?	7	['7']	7
A really distinguished family ...	6	['6']	6
Do you believe that ?	7	['7']	7
Hallelujah , brothers !	5	['5']	5
This kid's taking this too good .	7	['7']	7
Then if you ain't my pa , I want my $ 200 !	1	['1']	1
We already know the rest .	1	['1']	1
I have to kill people to live .	6	['6']	6
Hey , do we have a sexy crew tonight ?	2	['2']	2
The things that are done by love !	5, 7	['5', ' 7']	5
The public's not calm .	4	['4']	4
You want to sit around drinking and feeling sorry for yourself .	3	['3']	3
Our dog died last night , too .	6	['6']	6
Are you trying to tell me someone's dead , old boy ?	2	['2']	2
I'm not required to do your public relations .	1	['1']	1
What a divine place .	5	['5']	5
Hey , Beef , if [PERSON] says the van was empty , the van was empty .	1	['1']	1
[PERSON] , please . Help .	8, 4	['8', ' 4']	8
I love everybody ?  	8, 5	['8', ' 5']	8
I've got to get out before he gets back !	4	['4']	4
They'll be instructed , Captain .	2	['2']	2
Get 'em out !	4	['4']	4
I was in no mood to thank my purchaser .	1	['1']	1
Fuck you .	1, 3	['1', ' 3']	1
Oh , this is terrible .	4	['4']	4
You didn't say grace .	1	['1']	1
Did you see the Giants ?	7	['7']	7
One thing ... Admiral [PERSON] only allowed us planes ...	4	['4']	4
Thank you for asking .	8, 5, 7	['8', ' 5', ' 7']	8
[PERSON] , open your fucking eyes !	1	['1']	1
Make it up to you .	8, 1	['8', ' 1']	8
Careful , that's hot !	4	['4']	4
She'll never come back no more .	6	['6']	6
Yes , my cook excels in preparing these various products .	8	['8']	8
It's nice and clean in here .	8	['8']	8
This is the calendar for the day .	2	['2']	2
You're wet !	1, 7	['1', ' 7']	1
There's got to be guns in this house .	4	['4']	4
I didn't spy on him	8	['8']	8
[PERSON] , will we be lonely tonight ?	6	['6']	6
Y' all ready to go camping ?	2	['2']	2
I've been having weather problems .	6	['6']	6
Oh , you understand the occult !	7	['7']	7
Do you always lie ?	3	['3']	3
[PERSON] ? ! Are you Elder [PERSON] traveling incognito ?	7	['7']	7
I haven't done anything morally wrong .	1, 5	['1', ' 5']	1
And we will be very , very happy and very , very rich .	5	['5']	5
Dr. [PERSON] , I am waiting for your reply .	2	['2']	2
It's gonna cost him more than that .	1	['1']	1
Now , the police are gonna want me to let some of you go as a sign of good faith .	1, 3, 6	['1', ' 3', ' 6']	1
You can't drive and shoot .	1	['1']	1
Maybe it's best I do remember .	4	['4']	4
There are many who can not tell between good and evil	6	['6']	6
Well , I don't know whether I can believe all this .	4	['4']	4
Another big guy , he pulls his badge , and he says :	4	['4']	4
I was lucky enough to be a guest .	5	['5']	5
Are you sitting down ?	4	['4']	4
Don't you understand ? !	1	['1']	1
But it was that that looked .	6, 7	['6', ' 7']	6
It was nice of your mother to let you come .	5	['5']	5
That decorator is harder to get an appointment with than the mayor .	1	['1']	1
Prostitutes will try to tempt you with their unhealthy immorality .	3	['3']	3
Oh .	7	['7']	7
I thought they said they was from [LOCATION] .	7	['7']	7
They're them , I'm still me .	8	['8']	8
Nothing's impossible .	5	['5']	5
Careful !	4	['4']	4
We don't know where the hell we are .	4, 6	['4', ' 6']	4
I'd love to hear how Junior's doing and , well , it would be fun being with you .	2	['2']	2
It was a nightmare .	4	['4']	4
A hundred thousand dollars ?	7	['7']	7
You are my last hope .	8	['8']	8
How do you like your new boss ?	2	['2']	2
Otherwise I'm gonna fuck you up good !	1	['1']	1
You knew when I point blank asked you , and you lied to me about it .	1, 3, 6	['1', ' 3', ' 6']	1
I have something inevitable to tell you .	4, 6	['4', ' 6']	4
Here , take a look at this .	2	['2']	2
[PERSON] , you don't got a forehead , you got a eight - head .	3	['3']	3
We can work all that out later , too .	2	['2']	2
I'm not down . You look depressed .	5	['5']	5
When are you going ?	2	['2']	2
We could have been killed .	4	['4']	4
Was that the phone ?	7	['7']	7
They refused to even participate .	1, 6	['1', ' 6']	1
[PERSON] is not stupid .	8	['8']	8
I want to play the pain in [PERSON] .	2	['2']	2
Downstairs .	4	['4']	4
Mr. Land ...	1, 3	['1', ' 3']	1
We're the minorities , man .	6	['6']	6
Tell him you're not going , tomorrow morning or ever .	6	['6']	6
That's terrible .	6	['6']	6
Many hands went into creating [PERSON] .	5	['5']	5
[PERSON] , aren't you going to tell him about the jewelry ?	7	['7']	7
Respond .	1	['1']	1
I want the men to be happy .	8	['8']	8
Are you off your trolley ?	1	['1']	1
Seek out and engage the enemy . 	8, 1, 2, 4	['8', ' 1', ' 2', ' 4']	8
You need [PERSON] by your side , supporting you .	8	['8']	8
We certainly are , senorita , because we understand you got a lot of talent .	2, 5	['2', ' 5']	2
What in the world is all this ?	7	['7']	7
Just what we don't need around here , some scrawny , milk - drinking ...	3	['3']	3
This morning this place was filled with books , wall to wall !	7	['7']	7
Idle boasting , I assure you .	3	['3']	3
This is an unscheduled surprise .	7	['7']	7
It was super quick . Okay , will I see you later ?	2	['2']	2
You've convinced me that you're a philanderer of the very first order .	8	['8']	8
He tried to limit the scope of the fingerprint search to exclude his own .	7	['7']	7
Look , your mother is here .	5	['5']	5
Only to be met by this fresh and superior attitude of yours .	1, 3	['1', ' 3']	1
I discovered that actually [PERSON] was not in [LOCATION] ... when the storm of battle broke .	7	['7']	7
You find it hard to believe that this is not just a dream you dreamed a long time ago .	2	['2']	2
You're my boss , that's it .	3	['3']	3
I know that when there's something wrong , you tell me . But there's something going on that you won't let me understand .	1, 4	['1', ' 4']	1
You're wasting your time .	1	['1']	1
Didn't even know he was still alive .	7	['7']	7
This is quite a pleasant surprise .	7	['7']	7
I'll be back tonight .	2	['2']	2
You frightened me .	4	['4']	4
Are you sure it was there ?	7	['7']	7
Save us digging new ones .	8, 5	['8', ' 5']	8
We'll have help up to you real soon .	8	['8']	8
I do not think you quite realise my position .	1	['1']	1
He wants to get you and me in the ring .	8	['8']	8
I'd like to ask a few questions .	2	['2']	2
So , you guys are mounties ?	2, 7	['2', ' 7']	2
One more shot and I'll cut you in two .	1	['1']	1
And Spider Man died kind of slow .	6	['6']	6
How much simpler it would be , for so many of us , if [PERSON] had not found it necessary to look for a new face .	1	['1']	1
Our leaders are only good for parades .	3	['3']	3
Then I think you need to see a doctor .	4	['4']	4
Perhaps that's why I'm incapable of having a child .	4	['4']	4
It's been a long year .	6	['6']	6
Stop mumbling .	1	['1']	1
But in that case , We are no more guilty than the rest of the world .	6	['6']	6
I still insist he's paranoid .	3	['3']	3
Or merely a lack of imagination ?	2, 6, 7	['2', ' 6', ' 7']	2
You know , all fairness to alcohol , I've done stupid things when I was sober , too .	6, 7	['6', ' 7']	6
[PERSON] can't ride on that thing , not in her condition .	4, 6	['4', ' 6']	4
Don't you call my husband names !	1	['1']	1
I hate that cheap little bastard .	3	['3']	3
I'll get [PERSON] back .	2	['2']	2
It's a lovely night for the party .	5	['5']	5
That's okay .	8	['8']	8
Somebody's gonna get hurt .	4	['4']	4
[PERSON] said to tell the old man - I'm sorry , sir , the captain - that he'd better start thinking about a tow .	4	['4']	4
Yeah , he was a good soldier .	6	['6']	6
Follow me , please .	2	['2']	2
Yeah , but you're fucking doing it .	1	['1']	1
Hey , it's me !	7	['7']	7
Please , stop doing things .	1, 4, 6	['1', ' 4', ' 6']	1
And congratulations . I heard you're going to replace Mr. [PERSON] .	2, 5	['2', ' 5']	2
I'll stay with you , Dix .	8	['8']	8
Whereas when you scratch the apprentice kid ,	6, 7	['6', ' 7']	6
I don't think I've ever been so thrilled in my life .	5	['5']	5
Found hair in your comb .	3	['3']	3
It's unbelievable .	7	['7']	7
She's an awful sweet little thing .	5	['5']	5
But what's she doing off of [LOCATION] with part of that fleet's treasure ?	7	['7']	7
We're going to fix that .	8	['8']	8
Oh my God !	4, 7	['4', ' 7']	4
I hope [PERSON] isn't watching .	4	['4']	4
I don't think I should join your campaign , you know .	6	['6']	6
I was too late .	6	['6']	6
Listen to me !	1	['1']	1
Come on , come on , don't drop it ...	8, 4	['8', ' 4']	8
Enough !	1	['1']	1
Boy , am I tired !	6	['6']	6
If I go , you'll ruin me .	4	['4']	4
You see , my new , beautiful wife is violently jealous .	5	['5']	5
Everything there can be interpreted as an attempt to enforce discipline .	1, 3	['1', ' 3']	1
That's pretty important , all that .	8	['8']	8
Have you been too little ?	2, 4	['2', ' 4']	2
Let's try it again . ♪ There was old man Nemo ♪	5	['5']	5
An animal had gnawed off its own foot to escape from a trap .	6	['6']	6
You know what you ought to do , love ?	8	['8']	8
Was it you ?	1, 7	['1', ' 7']	1
But you still haven't answered me .	1	['1']	1
That night I got a grip on life again .	5	['5']	5
Touch me and I'll sue .	1, 3	['1', ' 3']	1
Behave yourself .	1	['1']	1
You lonely old coot .	3	['3']	3
Sorry about the Chiefs , [PERSON] .	6	['6']	6
I can help .	8	['8']	8
I asked you a question .	1	['1']	1
In hospital he'd hide cigars and brandy all over the place .	3	['3']	3
I thought I was doing smart business .	6, 7	['6', ' 7']	6
And I need to have a word with [PERSON] , so please have a seat outside .	2	['2']	2
You can't make a dead man's knee jump any more than you can test a corpse's reaction to a prefrontal lobotomy !	3	['3']	3
This town likes its nasty little , backstairs gossip .	3	['3']	3
And none of us used to carry guns .	3, 6	['3', ' 6']	3
You think I'll ever forget you running from that stupid clown ?	3	['3']	3
I believe whoever killed Detective [PERSON] had recently been in a slaughterhouse .	3	['3']	3
Having fun ?	2	['2']	2
Get a bat , that's a boy .	1, 5	['1', ' 5']	1
They found my fingerprints on a glass of beer in her apartment .	4	['4']	4
The police would know what to do .	8	['8']	8
They're saying they're not responsible for what people put on their website .	1	['1']	1
You know , now that we're alone , there's ... There's something that I've been wanting to ask you .	4	['4']	4
There never has been a [PERSON] at your hospital .	1, 2	['1', ' 2']	1
I'm sure you'll be glad to know that law and order has come to [LOCATION] .	5	['5']	5
Hey , I'm sorry about upstairs but I do see your pretty face and I just had to kiss it .	4	['4']	4
That's not true .	1, 4	['1', ' 4']	1
[PERSON] is , in fact , mon ami !	1, 5	['1', ' 5']	1
I'll get on it first thing .	2	['2']	2
I ain't gonna call her any more .	1	['1']	1
Comes up smelling ' like a rose every time .	5	['5']	5
Everything is part of the great lie .	6	['6']	6
Seize fire to the Castle !	1	['1']	1
We've just won the White House .	5	['5']	5
Whoa ! - A goldfish .	7	['7']	7
[PERSON] , why do you keep on making trouble for us ?	1	['1']	1
I'm waiting for reports from some of you .	8	['8']	8
You weren't supposed to touch [PERSON] !	3	['3']	3
Schizo , I wanted to meet him ...	2, 6	['2', ' 6']	2
Come on ! Come on !	2	['2']	2
Do your friends put money in your pocket , [PERSON] ?	3	['3']	3
For the love of God , [PERSON] .	1, 3	['1', ' 3']	1
The important thing is that you stand up there and take your cuts , OK ?	8, 2, 5	['8', ' 2', ' 5']	8
Be well , [PERSON] .	2	['2']	2
Looking forward to it , I might say .	2	['2']	2
Oh , I don't know .	6	['6']	6
Gentlemen ... if there are no objections , I'm the dealer .	8, 1	['8', ' 1']	8
You must have had some wonderful experiences in [LOCATION] .	5	['5']	5
We need the last word , last blow , last move .	2	['2']	2
Boy , you sure are a good - looker .	5	['5']	5
You have to focus on the road .	8, 5	['8', ' 5']	8
[PERSON] , you're weird .	5	['5']	5
True , but the soldiers would kill us before we got to the river .	4	['4']	4
We got nothing to talk about .	1	['1']	1
I will .	8, 2	['8', ' 2']	8
What'll we do ?	4	['4']	4
The way she's lying , there won't be any steel plate to have to burrow through .	3	['3']	3
I would do anything for the woman that I love .	8, 5	['8', ' 5']	8
What's this mess ?	3	['3']	3
Yes , I guess it's been a nightmare for you too .	6	['6']	6
Who you trying to kid , sister ?	1	['1']	1
You remember this guy .	8, 2	['8', ' 2']	8
Now she's going to [LOCATION] to measure glacial melt . By herself .	4	['4']	4
You are just one too many !	1	['1']	1
I love champagne .	5	['5']	5
I'm just curious .	2	['2']	2
If the check hasn't cleared , we can still get out of it .	2	['2']	2
Good day to you . I am father mayii .	2	['2']	2
What the hell does this all mean ?	1, 2, 7	['1', ' 2', ' 7']	1
I've had the flu .	6	['6']	6
At my age , corrected by an illiterate .	3	['3']	3
When we invade [LOCATION] , What will the help of [LOCATION] ?	2, 7	['2', ' 7']	2
When I think of that kid , I want to cry .	6	['6']	6
What is the matter with you ?	1	['1']	1
The latter , I will be again , because I have managed to reduce a national election down to one state .	2	['2']	2
You fat , disgusting slob !	3	['3']	3
It was just fine .	5	['5']	5
Do you know any Spanish ?	2	['2']	2
It wasn't her fault , honest it wasn't .	4	['4']	4
And when you win Oscars , both of you , you'll look in the camera and thank me .	2	['2']	2
Is he dead ?	2, 4, 6	['2', ' 4', ' 6']	2
Let me tell you , young lady , it is never easy to be the son of a successful father .	6	['6']	6
Come on . Go , just go .	1	['1']	1
So , how is it you know so little about cars ?	7	['7']	7
Look at your eyes !	7	['7']	7
Cut the shit .	1, 3	['1', ' 3']	1
We'll go tomorrow .	2	['2']	2
You said you loved me , I always love me .	5	['5']	5
God , he is a tough old bird .	7	['7']	7
I just did that to torment you .	1	['1']	1
Okay , so all we need to do is get that message out , and ...	8, 2	['8', ' 2']	8
We had something special , but it's over .	6	['6']	6
Coochie ...	1	['1']	1
But you are absolutely sure he was a priest ?	7	['7']	7
I ' ma tell you something I've never told anyone .	2	['2']	2
He's less a gigolo than anyone in our immediate company .	8	['8']	8
Isn't that an intriguing challenge ?	5	['5']	5
Do you think it would be okay if maybe I spent the night , Tonight ?	2	['2']	2
Did you bring some gold with you ?	2	['2']	2
Take all the time in the world , Barley .	7	['7']	7
Why can't we have pancakes ?	6	['6']	6
As long as they're not dead ...	4	['4']	4
Aye , sir .	8	['8']	8
He took six pills in one hour , instead of one every four hours .	4	['4']	4
You're in enough trouble as it is .	4	['4']	4
So it is !	8	['8']	8
He's a good man .	5	['5']	5
I guess [PERSON]'s got more sense than both of us .	7	['7']	7
They can't keep the department out of it .	1	['1']	1
What do you mean , you're downstairs , you idiot ?	1	['1']	1
You have no respect for position .	3	['3']	3
What is it ?	2, 4, 7	['2', ' 4', ' 7']	2
You ain't calling the tune !	1	['1']	1
I'm gonna get her .	2	['2']	2
But they'll accuse you of helping me escape	4, 7	['4', ' 7']	4
[PERSON] goes on wherever he's going .	2	['2']	2
What the devil have you been up to ?	1	['1']	1
I don't want you saying nothing about the Kid and nobody else in my damn county .	1	['1']	1
What do you mean , you can't ?	1	['1']	1
Another break - in by some ... Sex - crazed man .	1	['1']	1
Mrs [PERSON] and I are going on the honeymoon .	2	['2']	2
So , I guess I was the lucky one .	5	['5']	5
It's all bullshit .	3	['3']	3
I ... just afraid to lose you .	4	['4']	4
Mark , I was the one who had the worm . Thank you .	1	['1']	1
You are in charge .	8, 1	['8', ' 1']	8
When a threatening power lands in our capital we don't meet them with tea and cookies .	1	['1']	1
He ain't such a bad horse .	8	['8']	8
I did not want to miss that .	6	['6']	6
[PERSON] , [PERSON] , I'll tell you something .	4	['4']	4
Meaning what , that I have no money ? - l don't know .	1, 4	['1', ' 4']	1
It's horrible .	4	['4']	4
Who you gonna ask next ?	2	['2']	2
Don't cry .	6	['6']	6
What are you doing tonight ?	2	['2']	2
You can't charge me for directions .	1	['1']	1
Can't you humor him ? I need a favor .	8, 1	['8', ' 1']	8
You saved those men's lives .	5	['5']	5
That ... that horse we ride those pick six guys bought back ?	1	['1']	1
I want to go to [LOCATION] .	2	['2']	2
The are buried ... alive !	3	['3']	3
What do you dream about ?	3	['3']	3
I'd really like your help .	8	['8']	8
I can't handle basic training again , man .	6	['6']	6
Let's move . Come on .	1, 2	['1', ' 2']	1
What are you afraid of ?	8, 7	['8', ' 7']	8
Look in my mouth .	8	['8']	8
Oh , you're cute .	8	['8']	8
It's time you rebels learned you can't take the law into your own hands .	3	['3']	3
No worries .	8, 2, 5	['8', ' 2', ' 5']	8
Which hedgehog ?	1	['1']	1
You seem to me to be what my mother warned me about :	4, 5	['4', ' 5']	4
Come in , God .	5	['5']	5
This one's on the house . - Thanks , but ...	7	['7']	7
I guess I don't take criticism very well . But I mean , I've had one day of work on this and two conversations about what's missing in my performance .	6	['6']	6
Oh , Shooter ... tell me ... is this young man of yours gonna give me any trouble ?	3	['3']	3
That would be nice .	8, 5	['8', ' 5']	8
Well , you know , I thought we was supposed to be like ...	4	['4']	4
Where did she get a bag to match those shoes ?  	7	['7']	7
It will happen , as it does for all of us .	6	['6']	6
I'll take care of Miss [PERSON] .	8	['8']	8
What if [PERSON] should overhear you ?	4	['4']	4
What the fuck is this ?	1	['1']	1
